vote_id	congress	year	description	vote_id_in_congress	billtype	topic	krippendorff_alpha	nb_voters	['Nay', 'Yea']
216	115.0	2017.0	On the Nomination PN362: David Joel Trachtenberg, of Virginia, to be a Principal Deputy Under Secretary of Defense	218	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	234	[0, 234]
248	115.0	2017.0	On the Nomination PN374: Scott L. Palk, of Oklahoma, to be United States District Judge for the Western District of Oklahoma	250	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	232	[0, 232]
253	115.0	2017.0	On the Nomination PN369: Amy Coney Barrett, of Indiana, to be United States Circuit Judge for the Seventh Circuit	255	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	237	[0, 237]
258	115.0	2017.0	Motion to Invoke Cloture Re: Stephanos Bibas, of Pennsylvania, to be U. S. Circuit Judge for the Third Circuit: Stephanos Bibas, of Pennsylvania, to be United States Circuit Judge for the Third Circuit	260	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	231	[0, 231]
262	115.0	2017.0	On the Nomination PN58: Steven Andrew Engel, of the District of Columbia, to be an Assistant Attorney General	264	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	227	[0, 227]
264	115.0	2017.0	On the Nomination PN1025: Peter B. Robb, of Vermont, to be General Counsel of the National Labor Relations Board for a term of four years	266	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	224	[0, 224]
270	115.0	2017.0	On the Nomination PN558: Steven Gill Bradbury, of Virginia, to be General Counsel of the Department of Transportation	272	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	230	[0, 230]
271	115.0	2017.0	Motion to Invoke Cloture Re: David G. Zatezalo, of West Virginia, to be Assistant Secretary of Labor for Mine Safety and Health: David G. Zatezalo, of West Virginia, to be Assistant Secretary of Labor for Mine Safety and Health	273	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	232	[0, 232]
274	115.0	2017.0	Motion to Invoke Cloture Re: Joseph Otting to be Comptroller of the Currency: Joseph Otting, of Nevada, to be Comptroller of the Currency for a term of five years	276	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	229	[0, 229]
275	115.0	2017.0	On the Nomination PN556: Joseph Otting, of Nevada, to be Comptroller of the Currency for a term of five years	277	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	230	[0, 230]
276	115.0	2017.0	Motion to Invoke Cloture Re: Donald C. Coggins Jr. to be U.S. District Judge for the District of South Carolina: Donald C. Coggins, Jr., of South Carolina, to be United States District Judge for the District of South Carolina	278	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	230	[0, 230]
311	115.0	2017.0	On the Nomination PN878: Leonard Steven Grasz, of Nebraska, to be United States Circuit Judge for the Eighth Circuit	313	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	228	[0, 228]
312	115.0	2017.0	Motion to Invoke Cloture Re: Don R. Willett to be a Circuit Judge, U.S. Court of Appeals for the Fifth Circuit: Don R. Willett, of Texas, to be a Circuit Judge, United States Court of Appeals for the Fifth Circuit	314	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	229	[229, 0]
313	115.0	2017.0	On the Nomination PN1077: Don R. Willett, of Texas, to be a Circuit Judge, United States Court of Appeals for the Fifth Circuit	315	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	231	[0, 231]
314	115.0	2017.0	Motion to Invoke Cloture Re: James C. Ho to be U.S. Circuit Judge for the Fifth Circuit: James C. Ho, of Texas, to be United States Circuit Judge for the Fifth Circuit	316	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	226	[0, 226]
315	115.0	2017.0	On the Nomination PN1108: James C. Ho, of Texas, to be United States Circuit Judge for the Fifth Circuit	317	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	1.0	228	[0, 228]
250	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Trevor N. McFadden, of Virginia, to be United States District Judge for the District of Columbia: Trevor N. McFadden, of Virginia, to be United States District Judge for the District of Columbia	252	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9799900558947146	236	[1, 235]
251	115.0	2017.0	On the Nomination PN589: Trevor N. McFadden, of Virginia, to be United States District Judge for the District of Columbia	253	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9799900558947146	236	[1, 235]
27	115.0	2017.0	On the Nomination PN29: James Mattis, of Washington, to be Secretary of Defense	29	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9799049071963942	235	[234, 1]
50	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Elisabeth DeVos to be Secretary of Education: Elisabeth Prince DeVos, of Michigan, to be Secretary of Education	52	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9799049071963942	235	[1, 234]
44	115.0	2017.0	On the Motion to Proceed PN33: Thomas Price, of Georgia, to be Secretary of Health and Human Services	46	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9798190307314215	234	[233, 1]
74	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Ben Carson to be Secretary of Housing and Urban Development: Benjamin S. Carson, Sr., of Florida, to be Secretary of Housing and Urban Development	76	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9798190307314215	234	[1, 233]
93	115.0	2017.0	Motion to Invoke Cloture re Nomination of David Friedman to be Ambassador to Israel: David Friedman, of New York, to be Ambassador to Israel	95	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9798190307314215	234	[1, 233]
149	115.0	2017.0	Motion to Invoke Cloture Re: Marshall Billingslea to be Assistant Secretary for Terrorist Financing: Marshall Billingslea, of Virginia, to be Assistant Secretary for Terrorist Financing, Department of the Treasury	151	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9798190307314215	234	[233, 1]
31	115.0	2017.0	On the Nomination PN51 and PN50: Nikki R. Haley, of South Carolina, to be the Representative of the United States of America to the United Nations, with the rank and status of Ambassador, and the Representative of the United States of America in the Security Council of the United Nations	33	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9797324171294105	233	[1, 232]
52	115.0	2017.0	On the Nomination PN37: Elisabeth Prince DeVos, of Michigan, to be Secretary of Education	54	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9797324171294105	233	[1, 232]
57	115.0	2017.0	On the Nomination PN30: Jeff Sessions, of Alabama, to be Attorney General	59	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9797324171294105	233	[1, 232]
116	115.0	2017.0	On the Nomination PN47: Jay Clayton, of New York, to be a Member of the Securities and Exchange Commission for a term expiring June 5, 2021	118	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9797324171294105	233	[232, 1]
129	115.0	2017.0	On the Nomination PN57: Rachel L. Brand, of Iowa, to be Associate Attorney General	131	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9797324171294105	233	[1, 232]
201	115.0	2017.0	On the Nomination PN725: William J. Emanuel, of California, to be a Member of the National Labor Relations Board for the term of five years expiring August 27, 2021	203	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9797324171294105	233	[1, 232]
203	115.0	2017.0	On the Nomination PN249: Makan Delrahim, of California, to be an Assistant Attorney General	205	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9797324171294105	233	[232, 1]
205	115.0	2017.0	On the Nomination PN586: Ralph R. Erickson, of North Dakota, to be United States Circuit Judge for the Eighth Circuit	207	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9797324171294105	233	[232, 1]
255	115.0	2017.0	On the Nomination PN371: Joan Louise Larsen, of Michigan, to be United States Circuit Judge for the Sixth Circuit	257	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9797324171294105	233	[1, 232]
105	115.0	2017.0	On the Motion to Postpone PN55: Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States	107	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9796450568584165	232	[231, 1]
124	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Robert Lighthizer, of Florida, to be United States Trade Representative: Robert Lighthizer, of Florida, to be United States Trade Representative, with the rank of Ambassador	126	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9796450568584165	232	[1, 231]
215	115.0	2017.0	On the Nomination PN523: Callista L. Gingrich, of Virginia, to be Ambassador to the Holy See	217	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9796450568584165	232	[1, 231]
260	115.0	2017.0	On the Nomination PN669: John H. Gibson II, of Texas, to be Deputy Chief Management Officer of the Department of Defense	262	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9796450568584165	232	[1, 231]
280	115.0	2017.0	Motion to Invoke Cloture Gregory G. Katsas, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit: Gregory G. Katsas, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit	282	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9796450568584165	232	[1, 231]
77	115.0	2017.0	On the Nomination PN36: James Richard Perry, of Texas, to be Secretary of Energy	79	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.97955694022144	231	[1, 230]
127	115.0	2017.0	On the Nomination PN102: Jeffrey A. Rosen, of Virginia, to be Deputy Secretary of Transportation	129	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.97955694022144	231	[1, 230]
180	115.0	2017.0	On the Nomination PN372: Kevin Christopher Newsom, of Alabama, to be United States Circuit Judge for the Eleventh Circuit	182	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.97955694022144	231	[1, 230]
257	115.0	2017.0	On the Nomination PN585: Allison H. Eid, of Colorado, to be United States Circuit Judge for the Tenth Circuit	259	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.97955694022144	231	[1, 230]
273	115.0	2017.0	On the Nomination PN919: David G. Zatezalo, of West Virginia, to be Assistant Secretary of Labor for Mine Safety and Health	275	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.97955694022144	231	[1, 230]
84	115.0	2017.0	On the Nomination PN49: Seema Verma, of Indiana, to be Administrator of the Centers for Medicare and Medicaid Services	86	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9794680573528376	230	[1, 229]
108	115.0	2017.0	Upon Reconsideration, Motion to Invoke Cloture on the Nomination of Neil M. Gorsuch of Colorado, to be an Associate Justice of the Supreme Court of the United States: Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States	110	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9794680573528376	230	[229, 1]
211	115.0	2017.0	On the Nomination PN734: Randal Quarles, of Colorado, to be a Member of the Board of Governors of the Federal Reserve System for the unexpired term of fourteen years from February 1, 2004	213	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9794680573528376	230	[1, 229]
214	115.0	2017.0	Motion to Invoke Cloture Re: Callista L. Gingrich to be Ambassador of the United States of America to the Holy See: Callista L. Gingrich, of Virginia, to be Ambassador to the Holy See	216	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9794680573528376	230	[1, 229]
259	115.0	2017.0	On the Nomination PN679: Stephanos Bibas, of Pennsylvania, to be United States Circuit Judge for the Third Circuit	261	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9794680573528376	230	[1, 229]
269	115.0	2017.0	Motion to Invoke Cloture Re: Steven Gill Bradbury to be General Counsel of the Department of Transportation: Steven Gill Bradbury, of Virginia, to be General Counsel of the Department of Transportation	271	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9794680573528376	230	[1, 229]
310	115.0	2017.0	Motion to Invoke Cloture Re: Leonard Steven Grasz to be U.S. Circuit Judge for the Eighth Circuit: Leonard Steven Grasz, of Nebraska, to be United States Circuit Judge for the Eighth Circuit	312	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9794680573528376	230	[1, 229]
199	115.0	2017.0	On the Nomination PN299: Noel J. Francisco, of the District of Columbia, to be Solicitor General of the United States	201	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9793783982146403	229	[1, 228]
279	115.0	2017.0	On the Nomination PN587: Dabney Langhorne Friedrich, of California, to be United States District Judge for the District of Columbia	281	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9793783982146403	229	[228, 1]
160	115.0	2017.0	On the Nomination PN583: Patrick M. Shanahan, of Washington, to be Deputy Secretary of Defense	162	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9792879525927748	228	[1, 227]
