vote_id	congress	year	description	vote_id_in_congress	billtype	topic	krippendorff_alpha	nb_voters	['Nay', 'Yea']
126	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Jeffrey A. Rosen to be Deputy Secretary of Transportation: Jeffrey A. Rosen, of Virginia, to be Deputy Secretary of Transportation	128	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9791967100931834	227	[1, 226]
133	115.0	2017.0	On the Nomination PN350: John J. Sullivan, of Maryland, to be Deputy Secretary of State	135	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9791967100931834	227	[226, 1]
157	115.0	2017.0	Motion to Invoke Cloture William Francis Hagerty to be Ambassador to Japan: William Francis Hagerty IV, of Tennessee, to be Ambassador to Japan	159	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9791967100931834	227	[1, 226]
261	115.0	2017.0	Motion to Invoke Cloture Re: Steven Andrew Engel to be an Assistant Attorney General: Steven Andrew Engel, of the District of Columbia, to be an Assistant Attorney General	263	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9791967100931834	227	[1, 226]
272	115.0	2017.0	On the Nomination PN811: Mark T. Esper, of Virginia, to be Secretary of the Army	274	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9791046601378436	226	[1, 225]
121	115.0	2017.0	Motion to Invoke Cloture On the Nomination of Scott Gottlieb to be Commissioner of Food and Drugs: Scott Gottlieb, of Connecticut, to be Commissioner of Food and Drugs, Department of Health and Human Services	123	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9790117919606784	225	[1, 224]
159	115.0	2017.0	Motion to Invoke Cloture Re: Patrick M. Shanahan to be Deputy Secretary of Defense: Patrick M. Shanahan, of Washington, to be Deputy Secretary of Defense	161	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.97891809460336	224	[1, 223]
208	115.0	2017.0	Motion to Invoke Cloture Re: Eric D. Hargan to be Deputy Secretary of Health and Human Services: Eric D. Hargan, of Illinois, to be Deputy Secretary of Health and Human Services	210	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9787281675277146	222	[1, 221]
46	115.0	2017.0	On the Motion to Proceed PN26: Steven T. Mnuchin, of California, to be Secretary of the Treasury	48	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9599815673227338	235	[233, 2]
181	115.0	2017.0	Motion to Invoke Cloture Re: Marvin Kaplan to be a Member of the National Labor Relations Board: Marvin Kaplan, of Kansas, to be a Member of the National Labor Relations Board for the term of five years expiring August 27, 2020	183	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9599815673227338	235	[233, 2]
38	115.0	2017.0	On the Motion to Proceed PN37: Elisabeth Prince DeVos, of Michigan, to be Secretary of Education	40	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9598112886668653	234	[232, 2]
281	115.0	2017.0	On the Nomination PN999: Gregory G. Katsas, of Virginia, to be United States Circuit Judge for the District of Columbia Circuit	283	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9596395548008088	233	[231, 2]
303	115.0	2017.0	On the Nomination PN1095: Kirstjen Nielsen, of Virginia, to be Secretary of Homeland Security	305	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9596395548008088	233	[231, 2]
35	115.0	2017.0	On the Motion to Table PN25: Rex W. Tillerson, of Texas, to be Secretary of State	37	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9592916461800849	231	[229, 2]
75	115.0	2017.0	On the Nomination PN34: Benjamin S. Carson, Sr., of Florida, to be Secretary of Housing and Urban Development	77	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9592916461800849	231	[2, 229]
106	115.0	2017.0	On the Motion to Adjourn PN55: Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States	108	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9592916461800849	231	[229, 2]
316	115.0	2017.0	On the Nomination PN514: J. Paul Compton, Jr., of Alabama, to be General Counsel of the Department of Housing and Urban Development	318	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9591154329820696	230	[228, 2]
125	115.0	2017.0	On the Nomination PN42: Robert Lighthizer, of Florida, to be United States Trade Representative, with the rank of Ambassador	127	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9587583901847321	228	[2, 226]
267	115.0	2017.0	Motion to Invoke Cloture on Derek Kan, of California, to be Under Secretary of Transportation for Policy: Derek Kan, of California, to be Under Secretary of Transportation for Policy	269	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9574580851033496	221	[2, 219]
268	115.0	2017.0	On the Nomination PN458: Derek Kan, of California, to be Under Secretary of Transportation for Policy	270	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9572656038053664	220	[2, 218]
147	115.0	2017.0	Motion to Invoke Cloture on Sigal Mandelker, of New York, to be Under Secretary for Terrorism and Financial Crimes: Sigal Mandelker, of New York, to be Under Secretary for Terrorism and Financial Crimes	149	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9402299803790187	235	[232, 3]
94	115.0	2017.0	On the Nomination PN53: David Friedman, of New York, to be Ambassador to Israel	96	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.939721413014195	233	[3, 230]
131	115.0	2017.0	On the Nomination PN52: Terry Branstad, of Iowa, to be Ambassador to the People's Republic of China	133	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9392041178759346	231	[3, 228]
151	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Kristine L. Svinicki, of Virginia, to be a Member of the Nuclear Regulatory Commission: Kristine L. Svinicki, of Virginia, to be a Member of the Nuclear Regulatory Commission for the term of five years expiring June 30, 2022	153	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9381424300115897	227	[224, 3]
256	115.0	2017.0	Motion to Invoke Cloture Re: Allison H. Eid, of Colorado, to be U.S. Circuit Judge for the Tenth Circuit: Allison H. Eid, of Colorado, to be United States Circuit Judge for the Tenth Circuit	258	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9381424300115897	227	[3, 224]
207	115.0	2017.0	On the Nomination PN89: Ajit Varadaraj Pai, of Kansas, to be a Member of the Federal Communications Commission for a term of five years from July 1, 2016	209	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.936762018396871	222	[3, 219]
110	115.0	2017.0	On the Nomination PN90: Sonny Perdue, of Georgia, to be Secretary of Agriculture	112	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.920650146365249	235	[231, 4]
70	115.0	2017.0	Motion to Invoke Cloture on Wilbur L. Ross, Jr., of Florida, to be Secretary of Commerce: Wilbur L. Ross, Jr., of Florida, to be Secretary of Commerce	72	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9203154861498191	234	[4, 230]
154	115.0	2017.0	On the Nomination PN478: Neomi Rao, of the District of Columbia, to be Administrator of the Office of Information and Regulatory Affairs, Office of Management and Budget	156	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.919977991769569	233	[229, 4]
152	115.0	2017.0	On the Nomination PN561: Kristine L. Svinicki, of Virginia, to be a Member of the Nuclear Regulatory Commission for the term of five years expiring June 30, 2022	154	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9182467203661946	228	[224, 4]
263	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Peter B. Robb, of Vermont, to be General Counsel of the National Labor Relations Board: Peter B. Robb, of Vermont, to be General Counsel of the National Labor Relations Board for a term of four years	265	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9178914398368125	227	[4, 223]
134	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Amul R. Thapar to be U.S. Circuit Judge: Amul R. Thapar, of Kentucky, to be United States Circuit Judge for the Sixth Circuit	136	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9012420652814246	235	[5, 230]
140	115.0	2017.0	On the Nomination PN348: Kenneth P. Rapuano, of Virginia, to be an Assistant Secretary of Defense	142	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9012420652814246	235	[230, 5]
112	115.0	2017.0	On the Nomination PN56: Rod J. Rosenstein, of Maryland, to be Deputy Attorney General	114	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9008274256973291	234	[5, 229]
148	115.0	2017.0	On the Nomination PN172: Sigal Mandelker, of New York, to be Under Secretary for Terrorism and Financial Crimes	150	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.9008274256973291	234	[229, 5]
122	115.0	2017.0	On the Nomination PN118: Scott Gottlieb, of Connecticut, to be Commissioner of Food and Drugs, Department of Health and Human Services	124	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8999876170316139	232	[227, 5]
153	115.0	2017.0	Motion to Invoke Cloture on Neomi Rao to be Administrator of the Office of Information and Regulatory Affairs: Neomi Rao, of the District of Columbia, to be Administrator of the Office of Information and Regulatory Affairs, Office of Management and Budget	155	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8999876170316139	232	[227, 5]
156	115.0	2017.0	On the Nomination PN373: David C. Nye, of Idaho, to be United States District Judge for the District of Idaho	158	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8999876170316139	232	[5, 227]
206	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Ajit Varadaraj Pai to be a Member of the Federal Communications Commission : Ajit Varadaraj Pai, of Kansas, to be a Member of the Federal Communications Commission for a term of five years from July 1, 2016	208	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8999876170316139	232	[5, 227]
278	115.0	2017.0	On the Nomination PN875: Donald C. Coggins, Jr., of South Carolina, to be United States District Judge for the District of South Carolina	280	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8991334695281322	230	[225, 5]
317	115.0	2017.0	On the Nomination PN555: Owen West, of Connecticut, to be an Assistant Secretary of Defense	319	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8991334695281322	230	[5, 225]
58	115.0	2017.0	Motion to Invoke Cloture Re: Nomination of Tom Price to be Secretary of Health and Human Services: Thomas Price, of Georgia, to be Secretary of Health and Human Services	60	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.898700903510514	229	[5, 224]
109	115.0	2017.0	On the Nomination PN55: Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States	111	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8820057371275456	235	[229, 6]
139	115.0	2017.0	On the Nomination PN349: Scott P. Brown, of New Hampshire, to be Ambassador to New Zealand, and to serve concurrently and without additional compensation as Ambassador to the Independent State of Samoa	141	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8810153109062805	233	[227, 6]
34	115.0	2017.0	On the Nomination PN25: Rex W. Tillerson, of Texas, to be Secretary of State	36	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.861796051287618	233	[7, 226]
204	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Ralph R. Erickson to be United States Circuit Judge for the Eighth Circuit: Ralph R. Erickson, of North Dakota, to be United States Circuit Judge for the Eighth Circuit	206	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8612162967619311	232	[7, 225]
163	115.0	2017.0	Motion to Invoke Cloture: David Bernhardt to be Deputy Secretary of the Interior: David Bernhardt, of Virginia, to be Deputy Secretary of the Interior	165	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8600420852741462	230	[223, 7]
265	115.0	2017.0	Motion to Invoke Cloture: William L. Wehrum to be an Assistant Administrator of the Environmental Protection Agency: William L. Wehrum, of Delaware, to be an Assistant Administrator of the Environmental Protection Agency	267	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8570178327321217	225	[218, 7]
65	115.0	2017.0	Motion to Invoke Cloture: Mick Mulvaney to be Director of the Office of Management and Budget: Mick Mulvaney, of South Carolina, to be Director of the Office of Management and Budget	67	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8387284782445018	227	[8, 219]
56	115.0	2017.0	On the Motion (Shall the Senator be Permitted to Proceed in Order?): Jeff Sessions, of Alabama, to be Attorney General	58	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8260412093314975	236	[9, 227]
71	115.0	2017.0	On the Nomination PN32: Wilbur L. Ross, Jr., of Florida, to be Secretary of Commerce	73	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8238816936762566	233	[9, 224]
277	115.0	2017.0	Motion to Invoke Cloture Re: Dabney Langhorne Friedrich, of California, to be U.S. District Judge for the District of Columbia: Dabney Langhorne Friedrich, of California, to be United States District Judge for the District of Columbia	279	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8231499095880608	232	[223, 9]
150	115.0	2017.0	On the Nomination PN366: Marshall Billingslea, of Virginia, to be Assistant Secretary for Terrorist Financing, Department of the Treasury	152	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.8059855314952115	234	[10, 224]
76	115.0	2017.0	Motion to Invoke Cloture Re: James Richard Perry to be Secretary of Energy: James Richard Perry, of Texas, to be Secretary of Energy	78	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.7831113987662613	229	[11, 218]
194	115.0	2017.0	On the Nomination PN363: Pamela Hughes Patenaude, of New Hampshire, to be Deputy Secretary of Housing and Urban Development	196	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.7803667610044445	226	[11, 215]
146	115.0	2017.0	On the Nomination PN455: Brock Long, of North Carolina, to be Administrator of the Federal Emergency Management Agency, Department of Homeland Security	148	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.7332301058059159	234	[14, 220]
200	115.0	2017.0	Motion to Invoke Cloture on the Nomination of William J. Emanuel, of California, to be a Member of the National Labor Relations Board: William J. Emanuel, of California, to be a Member of the National Labor Relations Board for the term of five years expiring August 27, 2021	202	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.710849279313979	230	[15, 215]
32	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Rex W. Tillerson, of Texas, to be Secretary of State: Rex W. Tillerson, of Texas, to be Secretary of State	34	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.6804824221811765	234	[17, 217]
254	115.0	2017.0	Motion to Invoke Cloture Re: Joan Louise Larsen to be U.S. Circuit Judge for the Sixth Circuit: Joan Louise Larsen, of Michigan, to be United States Circuit Judge for the Sixth Circuit	256	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.633573175455955	237	[20, 217]
308	115.0	2017.0	On the Nomination PN814: Joseph Balash, of Alaska, to be an Assistant Secretary of the Interior	310	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.6332685434557827	225	[19, 206]
135	115.0	2017.0	On the Nomination PN105: Amul R. Thapar, of Kentucky, to be United States Circuit Judge for the Sixth Circuit	137	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.5697916144270174	228	[23, 205]
318	115.0	2017.0	On the Nomination PN914: Jennifer Gillian Newstead, of New York, to be Legal Adviser of the Department of State	320	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.42983079975917926	229	[32, 197]
266	115.0	2017.0	On the Nomination PN994: William L. Wehrum, of Delaware, to be an Assistant Administrator of the Environmental Protection Agency	268	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.40633354403061794	225	[33, 192]
252	115.0	2017.0	Motion to Invoke Cloture Re: Amy Coney Barrett, of Indiana, to be U.S. Circuit Judge for the Seventh Circuit: Amy Coney Barrett, of Indiana, to be United States Circuit Judge for the Seventh Circuit	254	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.034594125284900024	232	[66, 166]
103	115.0	2017.0	Motion to Invoke Cloture on the Nomination of Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States: Neil M. Gorsuch, of Colorado, to be an Associate Justice of the Supreme Court of the United States	105	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	-0.03992956264848635	231	[75, 156]
162	115.0	2017.0	On the Nomination PN370: John Kenneth Bush, of Kentucky, to be United States Circuit Judge for the Sixth Circuit	164	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	-0.04218959435830527	227	[74, 153]
302	115.0	2017.0	Motion to Invoke Cloture on Kirstjen Nielsen, of Virginia, to be Secretary of Homeland Security: Kirstjen Nielsen, of Virginia, to be Secretary of Homeland Security	304	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	-0.065690190046513	223	[76, 147]
192	115.0	2017.0	On the Nomination PN457: Kevin Allen Hassett, of Massachusetts, to be Chairman of the Council of Economic Advisers	194	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	-0.06928971696558461	233	[80, 153]
249	115.0	2017.0	On the Nomination PN374: Scott L. Palk, of Oklahoma, to be United States District Judge for the Western District of Oklahoma	251	NOMIN	['20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	-0.13921024728655573	227	[91, 136]
*	[115.0, 115.0]	*	*	*	*	[' -', '20 Government Operations', '20.05 Nominations and Appointments Not Codable Elsewhere']	0.916138949163174	40879	[12065, 28814]
