alpha	dataset_size	minimum_threshold_alpha	sample_size	confidence_interval_taylor	confidence_interval_empirical	confidence_interval_empirical_percentile	error	error_empirical	normal_distribution_pvalue	follows_normal
0.05	4704	1	249	[0.23909677403601448, 0.3011084793306511]	[0.23879441695709674, 0.3009065731961255]	(0.23893097007080677, 0.30062820102591314)	0.008092285982262193	0.010390931988697782	0.9973048793779908	1
0.05	4704	1	254	[0.239420690260572, 0.30078454609636773]	[0.23906509840274542, 0.301068458640767]	(0.23908680803690896, 0.3013335613067323)	0.010314028139295384	0.014183831085943677	0.7552546858787537	1
0.05	4704	1	258	[0.23967314258301975, 0.30053208064082937]	[0.2396635208235635, 0.3006104425582628]	(0.23996647299033624, 0.3008104975048542)	0.0014436114964540003	0.009351848343330249	0.6196902666036257	1
0.05	4704	1	263	[0.23998072809462634, 0.300224479274636]	[0.23978670706755273, 0.30034430014210795]	(0.23966187316065934, 0.30048741892872866)	0.005182535807840782	0.009564971110625708	0.5141571164131165	1
0.05	4704	1	268	[0.24027983355952065, 0.29992535854674385]	[0.24025792288286715, 0.30013818242492113]	(0.2409012702755554, 0.29985402772204406)	0.003920065754991042	0.01161474462473	0.6745366436449646	1
0.05	4704	1	272	[0.24051327442043613, 0.29969190587945105]	[0.24077493648331164, 0.2995759979319697]	(0.2411818842617376, 0.2998005236185144)	0.006380174753083612	0.013109523394618794	0.9107196684539053	1
0.05	4704	1	277	[0.24079807904156936, 0.2994070869798465]	[0.2406932286601169, 0.29934209697207226]	(0.24087538321263235, 0.3000105776581794)	0.002892679753762062	0.01149748558668151	0.9356760325854038	1
0.05	4704	1	282	[0.24107543174588209, 0.2991297205033916]	[0.24136341429211006, 0.29902507446016025]	(0.24150042863067278, 0.2988771267879393)	0.00676312806275714	0.011671671718746612	0.9451980553649639	1
0.05	4704	1	286	[0.24129216751822424, 0.2989129740600467]	[0.24139779345054388, 0.29907992463904703]	(0.24121915304260044, 0.29945897583008285)	0.0047168556957501995	0.01062874535038949	0.7282626032829285	1
0.05	4704	1	291	[0.24155691230359433, 0.2986482163484623]	[0.24144082642915743, 0.2985795605712672]	(0.24151942249254355, 0.29812000672247974)	0.003229331942823266	0.009902177148357949	0.9844886701861996	1
0.05	4704	1	296	[0.24181506664347063, 0.2983900495190678]	[0.24133737109117903, 0.2981809712075214]	(0.2420025903042532, 0.2986688017364899)	0.012037539389250895	0.00820132357956449	0.6600635647773743	1
0.05	4704	1	301	[0.2420669044014172, 0.29813819968653743]	[0.24206541917201846, 0.29820201444666067]	(0.24208787027510892, 0.29795686219586026)	0.0011632338798338582	0.0036079666670830735	0.9860649033086181	1
0.05	4704	1	305	[0.24226400065234577, 0.2979410940609811]	[0.24202702788548305, 0.29781795624169966]	(0.24216269736292895, 0.2977100520704228)	0.006440429229630729	0.0059583153989575255	0.9089033105801381	1
0.05	4704	1	310	[0.24250510931335878, 0.29769997402189163]	[0.24290999878611547, 0.2972226620444251]	(0.24279936755298526, 0.29738341446923655)	0.015983397275848965	0.011066569245293034	0.9578878283500671	1
0.05	4704	1	315	[0.24274058825765787, 0.297464484060725]	[0.2427239466070896, 0.29772227152920105]	(0.24270687676655955, 0.29813669467221804)	0.0049897723145744255	0.012735421642424138	0.9361030967600421	1
0.05	4704	1	319	[0.24292506623087784, 0.2972799975226673]	[0.24299437181320732, 0.2969543259282797]	(0.2436249441394741, 0.29743432906488876)	0.007266630043128552	0.015670904473959024	0.6175913991528181	1
0.05	4704	1	324	[0.24315095796284525, 0.2970540953820432]	[0.24314790625657254, 0.29730362044719627]	(0.2430375348307514, 0.29752789021282744)	0.0046638988184467545	0.010776548597648539	0.9538053765390417	1
0.05	4704	1	329	[0.2433718064854532, 0.296833236767151]	[0.2434283713899482, 0.2967816496459768]	(0.24372472477695273, 0.2971695180418352)	0.002022991624042181	0.012810945786447259	0.6373121005620508	1
0.05	4704	1	333	[0.24354498134683733, 0.29666005405015106]	[0.24370953995286407, 0.29643145452933717]	(0.24425924425893064, 0.2961438507331331)	0.007402006753086776	0.02316604621788465	0.7054685950279236	1
0.05	4704	1	338	[0.24375722108974263, 0.29644780474919263]	[0.24410641358465288, 0.29615256178935523]	(0.24463946766827005, 0.2960530138432269)	0.012230562085111307	0.024236540873164403	0.9412816169452558	1
0.05	4704	1	343	[0.24396492187940533, 0.2962400946801371]	[0.2442742594689721, 0.2963872396491558]	(0.24436383516228233, 0.2966786937120851)	0.008707790460361298	0.01588792237222858	0.9649625614044306	1
0.05	4704	1	348	[0.24416824668753312, 0.29603676085926567]	[0.24386969559829033, 0.2963099003776362]	(0.24401404830318996, 0.29653135645308004)	0.010901761540002664	0.012353907711831091	0.9577223076537332	1
0.05	4704	1	352	[0.24432786016495833, 0.2958771403559971]	[0.24417454169922184, 0.2959833356497186]	(0.24437331368166104, 0.29627645539753944)	0.005009067759924712	0.008561705205959003	0.9201540507548414	1
0.05	4704	1	357	[0.24452369339083146, 0.29568129856922254]	[0.24385597825856303, 0.2957661242083162]	(0.24432189077447575, 0.29590885675473677)	0.014496988162786884	0.008323048152012569	0.9878516292785742	1
0.05	4704	1	362	[0.2447155655074008, 0.2954894181282408]	[0.24465510200261448, 0.295424930496993]	(0.2449551682980381, 0.2956761840957465)	0.0024580076129160355	0.008366632312435396	0.7800087020405025	1
0.05	4704	1	366	[0.24486630201200343, 0.2953386751278668]	[0.2445737304174073, 0.2955920981673983]	(0.24423682392811663, 0.2953471518377836)	0.010701922821270582	0.012481915493305018	0.9503044274886101	1
0.05	4704	1	371	[0.24505137957719914, 0.29515358963993166]	[0.24501836269712896, 0.29461767266301564]	(0.2451491296337469, 0.2945960010477209)	0.011347986070458393	0.013080034751720704	0.8923693878463079	1
0.05	4704	1	376	[0.24523285775966452, 0.2949721037454377]	[0.2451456104901773, 0.2950378023624874]	(0.24523632530219586, 0.29569398471859354)	0.003065527506355137	0.0143744018297004	0.8940981402250323	1
0.05	4704	1	381	[0.2454108545291408, 0.2947940994663485]	[0.24533734199112697, 0.29524587121835466]	(0.24557232074819801, 0.2954621320754548)	0.010524940288831885	0.016572980128148784	0.48591006887695076	1
0.05	4704	1	385	[0.24555082117687632, 0.29465412695136195]	[0.24587604985649975, 0.2945044715104312]	(0.24619810345198878, 0.29472456542781755)	0.009671123217959376	0.014595609150798494	0.9540114625017981	1
0.05	4704	1	390	[0.2457228317935628, 0.2944821091698594]	[0.24583775646302106, 0.29392646395295446]	(0.2456562245997348, 0.293959232013397)	0.01375266251770113	0.012073193460402254	0.9085982417350542	1
0.05	4704	1	395	[0.24589166379957006, 0.29431327018042397]	[0.24589394954292035, 0.2944376657331871]	(0.24635212906549164, 0.29447118083281143)	0.0026095103832984856	0.012729149157368336	0.9767003481733633	1
0.05	4704	1	399	[0.2460245076121922, 0.29418042090707597]	[0.24598142840390746, 0.2940303200980535]	(0.2466529172837547, 0.29437078443931863)	0.004007967952742386	0.01693559995804661	0.1031397532063585	1
0.05	4704	1	404	[0.2461878652083893, 0.2940170566370337]	[0.24647029537285922, 0.29392567756637256]	(0.24638413229072287, 0.29382761048807216)	0.007815503962443904	0.008064389544835682	0.9100445675517215	1
0.05	4704	1	409	[0.2463483112981978, 0.2938566040365549]	[0.24633485315603532, 0.2939315557605955]	(0.24637383778758015, 0.2941050967955482)	0.0018574788034706469	0.005737807633448666	0.9348552823066711	1
0.05	4704	1	413	[0.246474630992084, 0.2937302792476356]	[0.24626318099850364, 0.29362255773497403]	(0.2464999123878493, 0.293699605807082)	0.00672405767394435	0.0011840877944649941	0.9119449368346647	1
0.05	4704	1	418	[0.24663005508037228, 0.29357484892768315]	[0.24655506857158266, 0.29351647004156217]	(0.24690368184648392, 0.2932289187582816)	0.0028363678839111728	0.013197564303473408	0.8909833946015369	1
0.05	4704	1	423	[0.24678280430727206, 0.29342209361643967]	[0.2469908662447485, 0.2934594988681718]	(0.24677225196961794, 0.2934522480970899)	0.005258881150812855	0.00087203988177742	0.8891627788543701	1
0.05	4704	1	428	[0.24693295665523562, 0.29327193532629026]	[0.24680283679160095, 0.29303579919864814]	(0.24692420430308337, 0.29301023357584066)	0.007881710702939082	0.0058353256271903575	0.9975696441001303	1
0.05	4704	1	432	[0.24705125916779602, 0.29315362815901735]	[0.24681826586945774, 0.2929221344072792]	(0.247063770235741, 0.29328748678297634)	0.0100244613859658	0.0031656927793110023	0.9359193063299055	1
0.05	4704	1	437	[0.247196923688339, 0.2930079579399135]	[0.24735069527306672, 0.2930893787731641]	(0.24744811730370486, 0.2928129082032548)	0.005124860231242145	0.009740957813220597	0.9035104934644227	1
0.05	4704	1	442	[0.24734019341727675, 0.29286468264134147]	[0.24772385423605153, 0.29269941328415033]	(0.2476345233746392, 0.2931249282766505)	0.012057909606940531	0.012112674549166424	0.8288538455963135	1
0.05	4704	1	446	[0.24745312994937718, 0.292751741743447]	[0.24741011749842798, 0.29252248211225873]	(0.24755946393260864, 0.292407319472484)	0.006004903588502697	0.009950774126227246	0.6842488646507263	1
0.05	4704	1	451	[0.24759225572572796, 0.29261261061875654]	[0.2477650612974371, 0.2923681738729673]	(0.24796424063170797, 0.2922455029795069)	0.00926785936027752	0.016416852932096382	0.8135210275650024	1
0.05	4704	1	456	[0.24772916740320394, 0.2924756937102293]	[0.24718976148121757, 0.2930969324313762]	(0.24728778388467298, 0.29330507372979486)	0.025282425797777175	0.027614914793406276	0.9847750467149089	1
0.05	4704	1	460	[0.24783714292423098, 0.2923677140862383]	[0.24767785789174668, 0.2923874628684253]	(0.24787518572818434, 0.29236831394993046)	0.0040043703084541304	0.0008677667071280704	0.6080908881783655	1
0.05	4704	1	465	[0.24797021865990998, 0.29223463332111965]	[0.24814159158114832, 0.29237874400976066]	(0.24802779650187778, 0.2924125605172292)	0.0071041226294717985	0.005299114048342157	0.9735666880383312	1
0.05	4704	1	470	[0.24810124242413512, 0.2921036046344643]	[0.24809871355655794, 0.29172597264913996]	(0.2486526874222117, 0.2917048235534152)	0.008639059058877185	0.021594887896781878	0.4890677332878113	1
0.05	4704	1	475	[0.2482302680862819, 0.29197457415351746]	[0.24808247207669268, 0.2921691492796222]	(0.24788070628518388, 0.2926242305398288)	0.007765863916620708	0.022332129711610804	0.7650792547216893	1
0.05	4704	1	479	[0.248332084926693, 0.29187275353049913]	[0.2483061529072515, 0.2916495658205948]	(0.24867950042870623, 0.2917180222959055)	0.005718135585104478	0.011532820985734049	0.9168927220588082	1
0.05	4704	1	484	[0.2484576435459095, 0.29174719027094587]	[0.24827682597479844, 0.2919426877335672]	(0.24844075037129698, 0.2916940050810378)	0.008618060392608595	0.001618197309290248	0.5612003653019262	1
0.05	4704	1	489	[0.24858134473785176, 0.29162348453356113]	[0.2483812418942706, 0.29163240289675035]	(0.24879265156089048, 0.2919447170894366)	0.004832730542386976	0.012280857092857422	0.579837441444397	1
0.05	4704	1	493	[0.24867899990031794, 0.29152582580112485]	[0.24884760705712575, 0.29151499575928896]	(0.24927859203960057, 0.29214521634037494)	0.004187876111502398	0.028044370510457828	0.9440114146481875	1
0.05	4704	1	498	[0.24879947474401498, 0.2914053465756119]	[0.2486918440666752, 0.2912859521092934]	(0.24868672648440637, 0.2912542826767007)	0.005315067375024407	0.006175577721296621	0.883148197352615	1
0.05	4704	1	503	[0.24891821932153957, 0.29128659770338505]	[0.2488080395015848, 0.291434925020605]	(0.24898441805920735, 0.29163483437823234)	0.006064415310363946	0.009701972217719845	0.8127138597235329	1
0.05	4704	1	508	[0.2490352760897866, 0.29116953672497736]	[0.249174007737891, 0.29125941383594967]	(0.24958302456844605, 0.29135189225837277)	0.005414172349735735	0.017253364710122066	0.6399046924205316	1
0.05	4704	1	512	[0.2491277338869401, 0.2910770756189006]	[0.2492267897977129, 0.29099907245796947]	(0.2494618589969737, 0.2911167379595274)	0.004220783077724888	0.008902031827528911	0.9554903139914468	1
0.05	4704	1	517	[0.24924185500925944, 0.2909629504324299]	[0.2490546126793492, 0.2911571866553699]	(0.2490972696492253, 0.29128075417289867)	0.009060694319246831	0.010961377556266139	0.9972072362664419	1
0.05	4704	1	522	[0.2493543996989267, 0.2908504017564686]	[0.24930831826152525, 0.29102123801187385]	(0.2497306449586273, 0.2911838489047296)	0.005200251962820146	0.016966334040638964	0.623479657219137	1
0.05	4704	1	526	[0.24944332551305837, 0.2907614728078669]	[0.2494903210247862, 0.29085935134348173]	(0.24965405914692018, 0.2908409177121275)	0.00349801905030267	0.007009551104494749	0.8580690002424533	1
0.05	4704	1	531	[0.24955312574483868, 0.2906516687244073]	[0.24979490928986886, 0.2909176166571225]	(0.24976861468282285, 0.29125721219244405)	0.012274573348964646	0.01968709725969986	0.9511703848838806	1
0.05	4704	1	536	[0.2496614508749928, 0.2905433398144336]	[0.2496482285686537, 0.29072187260889654]	(0.24977473490668733, 0.290439402990582)	0.004668568014422392	0.005313376196189767	0.9990238913269469	1
0.05	4704	1	540	[0.2497470717751442, 0.29045771594082403]	[0.24982379830684365, 0.290743208236416]	(0.2500429248592849, 0.2907641405085897)	0.00883543813045784	0.014683585894943452	0.7069389185333537	1
0.05	4704	1	545	[0.24985282661069586, 0.2903519574498288]	[0.2499186072628019, 0.2903801439466548]	(0.250037067021305, 0.2905947300026569)	0.002318612607716042	0.010480928181709204	0.9379654400532105	1
0.05	4704	1	550	[0.249957198767077, 0.2902475817044662]	[0.2500505779245621, 0.2901151473772232]	(0.2503127843627413, 0.29020630861556174)	0.005604649751752566	0.009849960601899688	0.9131006991177111	1
0.05	4704	1	555	[0.25006021928480227, 0.290144557662426]	[0.25001278516776243, 0.290100287835428]	(0.2502241856487252, 0.2900938406436363)	0.0022850708637398576	0.005355792097404777	0.8082016110420227	1
0.05	4704	1	559	[0.25014168275873017, 0.29006309141444]	[0.25039201642033304, 0.28989032293862227]	(0.25062360917257986, 0.2901793739026064)	0.010598376952814959	0.014941143830358272	0.6550299525260925	1
0.05	4704	1	564	[0.25024234548041624, 0.28996242528051464]	[0.25011130419586575, 0.2898874714106732]	(0.25033721317333735, 0.29001077450316903)	0.00516911817748722	0.0036012716392082034	0.7635035137647643	1
0.05	4704	1	569	[0.25034173844351737, 0.2898630289651435]	[0.2502175403050528, 0.28998256417102647]	(0.2500461606903712, 0.2899783097833498)	0.006129339823083391	0.01028891709273727	0.6896036193420424	1
0.05	4704	1	573	[0.25042035713473476, 0.2897844076342325]	[0.25036070147892786, 0.2895323139190139]	(0.250131286908607, 0.28952385889137944)	0.007907662709269903	0.013860673735716422	0.4245114682798732	1
0.05	4704	1	578	[0.25051753341736505, 0.2896872281033639]	[0.2507758407035216, 0.28947929252143473]	(0.25068387559424443, 0.2893796447173318)	0.011903152981490472	0.01209929172822699	0.9816557551720096	1
0.05	4704	1	583	[0.25061351502779106, 0.2895912433004152]	[0.25085404822903956, 0.2897070011714594]	(0.25123792306151216, 0.28965980668650093)	0.009113821954464973	0.0177474323519341	0.8110183765672015	1
0.05	4704	1	588	[0.2507083272739794, 0.2894964279159987]	[0.2504930826725728, 0.28959698042000176]	(0.25071539320866876, 0.28997509834551183)	0.008075847258228741	0.012370163141695367	0.92953610146088	1
0.05	4704	1	592	[0.2507833516587412, 0.2894214010588222]	[0.25062973277810463, 0.28936288000143673]	(0.250758926701961, 0.28943876139430835)	0.005468698496978508	0.0010802862162867521	0.9442999080948311	1
0.05	4704	1	597	[0.2508761204624921, 0.28932862921114344]	[0.2513084318381046, 0.28932592971284254]	(0.2515842680241286, 0.2893318882812701)	0.011312938689043484	0.018499348007187222	0.9916054617807706	1
0.05	4704	1	602	[0.2509677868850303, 0.289236959795241]	[0.2507329566337559, 0.28912639461756545]	(0.2505289614874817, 0.2893982633153499)	0.008970377119006945	0.015439662907122398	0.8506147725622512	1
0.05	4704	1	606	[0.2510403415303992, 0.2891644027907455]	[0.25134517740859974, 0.2891154732756762]	(0.25133845264393495, 0.28919607291018845)	0.009279320764227439	0.008643032673024575	0.6972814432949346	1
0.05	4704	1	611	[0.25113008023167016, 0.2890746611840036]	[0.25108854225621935, 0.2892052800236806]	(0.2509559592916437, 0.289214254600916)	0.004516567398241467	0.008199904214310383	0.9946196039705281	1
0.05	4704	1	616	[0.2512187782731572, 0.2889859602842123]	[0.25105975170955597, 0.2888964955334392]	(0.2507132754766531, 0.28870895786655726)	0.0065519682486894215	0.02044552709311298	0.9782343717684694	1
0.05	4704	1	620	[0.2512890014752278, 0.2889157348286915]	[0.2512049528572883, 0.28907854503355535]	(0.25117541564252843, 0.28869777017965015)	0.006517966969029398	0.008785047103212484	0.9939910904326207	1
0.05	4704	1	625	[0.25137587852768917, 0.28882885499997946]	[0.25141892365763796, 0.2889297291536873]	(0.2512481745811551, 0.28890266984079394)	0.0038323442538542585	0.00535178564893779	0.39149155122817075	1
0.05	4704	1	630	[0.2514617719006963, 0.2887429588947892]	[0.25149705445309034, 0.2887785892549619]	(0.2515797042812885, 0.28846953370137185)	0.0019002936904712886	0.010497454763753966	0.7893847493405963	1
0.05	4704	1	635	[0.2515467008844592, 0.2886580272218696]	[0.2516358409379212, 0.28854823840388494]	(0.25165389841659, 0.2882215917994332)	0.00536032772415751	0.014648707233598901	0.9680733892778438	1
0.05	4704	1	639	[0.25161396233762867, 0.2885907636476751]	[0.25153666642892386, 0.2885692900570516]	(0.2518257490225104, 0.28884057933219653)	0.002665548663760675	0.012399793660287095	0.5950495517091474	1
0.05	4704	1	644	[0.2516972023631614, 0.2885075210079132]	[0.2513903112750917, 0.2888259032075057]	(0.25137200670785476, 0.2889056358177571)	0.016702641934740026	0.01927099729771875	0.9998789079810457	1
0.05	4704	1	649	[0.25177952926905844, 0.2884251915280679]	[0.2519577101342377, 0.2884810527200184]	(0.25185125222992366, 0.2885847005310448)	0.006376903058055827	0.0062825944266408085	0.9950459102098119	1
0.05	4704	1	653	[0.2518447450457466, 0.2883599737206016]	[0.25173374413729416, 0.28847400319926536]	(0.25163101131749066, 0.2886743665605288)	0.006124899302876963	0.014256985219566087	0.9239224595524396	1
0.05	4704	1	658	[0.25192547183552083, 0.2882792444270753]	[0.25189011665410427, 0.2880742743981127]	(0.25206845845448844, 0.2881000597822315)	0.0066043135707613	0.00886211363621292	0.7928668726285419	1
0.05	4704	1	663	[0.25200533303217254, 0.28819938076443563]	[0.25179756895796074, 0.28827486631374005]	(0.25189865383114907, 0.2881917902615896)	0.007765093470428086	0.0031478626882465166	0.6239381422973531	1
0.05	4704	1	667	[0.2520686096183301, 0.28813610223210706]	[0.2521999551377786, 0.28813946224429077]	(0.2521570082088713, 0.2879588202182336)	0.003734470405483137	0.0073662066631488	0.9215608144191273	1
0.05	4704	1	672	[0.2521469531219612, 0.2880577563283432]	[0.2523522846285081, 0.2877650106545804]	(0.25272020371390136, 0.2879300637295289)	0.013869842382728481	0.019519006208968626	0.6266774535179138	1
