alpha	dataset_size	minimum_threshold_alpha	sample_size	confidence_interval_taylor	confidence_interval_empirical	confidence_interval_empirical_percentile	error	error_empirical	normal_distribution_pvalue	follows_normal
0.05	17346	1	8777	[0.2629625574492952, 0.27563722656905665]	[0.2628755738748415, 0.27555998057232733]	(0.2628006589536852, 0.2755645260545986)	0.012868989238161155	0.018275836430537207	0.9426635676288678	1
0.05	17346	1	8794	[0.26297496834311895, 0.27562481391863947]	[0.262978148177726, 0.27557736623633666]	(0.2629891847250383, 0.27568408863061133)	0.004002224106818053	0.005782547668821358	0.8738879957340232	1
0.05	17346	1	8811	[0.2629873556086617, 0.27561242490328164]	[0.26298862906104026, 0.27566041624483395]	(0.26297483405418653, 0.27555521699112917)	0.0038873635458070988	0.005517623371438463	0.7701082825660706	1
0.05	17346	1	8829	[0.2630004459369256, 0.2755993327296171]	[0.2630328090335695, 0.27559111611285525]	(0.26313326909757095, 0.27563380723810715)	0.003220896740599666	0.013242530245669681	0.8821483020020243	1
0.05	17346	1	8846	[0.26301278499164693, 0.275586991938913]	[0.2629600094570948, 0.2755738661836467]	(0.26297605374583444, 0.27555213750310437)	0.005219084600245449	0.005676475494933664	0.8163596391677856	1
0.05	17346	1	8863	[0.2630251008396607, 0.27557467436157623]	[0.26290727547662845, 0.27562655397780916]	(0.2629318372614853, 0.27567880354890595)	0.0133423432193428	0.015485470115341848	0.9927085323431426	1
0.05	17346	1	8881	[0.2630381160062173, 0.27556165737118776]	[0.2630947188056245, 0.2754788082352779]	(0.2630176613440238, 0.2754969777394376)	0.011135183831237905	0.006786855939628467	0.9435577246060303	1
0.05	17346	1	8898	[0.26305038450387896, 0.275549387157794]	[0.2631220220284978, 0.2755911041769537]	(0.26314317431149636, 0.275599472251315)	0.009038918557597864	0.011385281863822594	0.9789238706113061	1
0.05	17346	1	8915	[0.26306263020919174, 0.2755371397432924]	[0.2630004152184621, 0.2756408815400094]	(0.26305316973405724, 0.27572508978103516)	0.013129008315435398	0.015578579421697714	0.8316537737846375	1
0.05	17346	1	8933	[0.2630755715560741, 0.27552419659377114]	[0.2630609803102014, 0.27558123386999744]	(0.2630340948784825, 0.27550855454578027)	0.005721012099065836	0.004573119329567499	0.5887711800979707	1
0.05	17346	1	8950	[0.2630877707568722, 0.27551199569713847]	[0.263100021629967, 0.27547559269992566]	(0.2631654345934583, 0.2755155970197367)	0.003916048730728372	0.006538968075793905	0.6017557396043007	1
0.05	17346	1	8967	[0.2630999475726796, 0.2754998171919266]	[0.26294624683632706, 0.2754810076180526]	(0.26300670510791724, 0.2755126260002414)	0.01374193200340268	0.00848008507252429	0.967242831018748	1
0.05	17346	1	8985	[0.2631128164192472, 0.2754869465635461]	[0.26310356704867593, 0.27552428036102444]	(0.2631453563880559, 0.27546783620568915)	0.003750442255462616	0.004174057171158041	0.7217296208041202	1
0.05	17346	1	9002	[0.26312494756217975, 0.2754748137443328]	[0.2631135456212237, 0.2754651785018989]	(0.26314510045128126, 0.2755001625550685)	0.001701862881741345	0.0036768411589890304	0.8744974732398987	1
0.05	17346	1	9019	[0.26313705672068755, 0.27546270291586394]	[0.26313920935528484, 0.27537575020974564]	(0.2631839494429945, 0.27534830319123427)	0.007229263221142257	0.013085922180676834	0.9469449662925259	1
0.05	17346	1	9037	[0.2631498543642975, 0.2754499035109075]	[0.2631369973890341, 0.27538615457535004]	(0.2632630832863292, 0.27538099616253275)	0.006221594647321194	0.014807767695515062	0.958677262636015	1
0.05	17346	1	9054	[0.2631619186677937, 0.27543783755034823]	[0.2631659900104596, 0.27538919751646496]	(0.2630827485661409, 0.2752458888743615)	0.004293884397042813	0.021943895182468975	0.9475929737091064	1
0.05	17346	1	9071	[0.2631739613808395, 0.27542579318645044]	[0.26329259191125387, 0.27540393664711005]	(0.26332936625530445, 0.2753234627792206)	0.011466617562480796	0.021036469140621072	0.9396279984128331	1
0.05	17346	1	9089	[0.263186689097503, 0.2754130637285569]	[0.26327076136216926, 0.2753157690899231]	(0.26341840697659835, 0.2753449924422974)	0.01483407050520158	0.02451987399383726	0.43242527514740575	1
0.05	17346	1	9106	[0.2631986877600345, 0.2754010634278512]	[0.2631207583687616, 0.27548801700274406]	(0.26312299473692047, 0.2754533309428634)	0.013332216220717674	0.01037770065544319	0.8435070169100043	1
0.05	17346	1	9123	[0.2632106652196956, 0.2753890843361212]	[0.263233386308642, 0.2754020551758396]	(0.26329450992984194, 0.27546997792843353)	0.002927634075623131	0.01343780898428737	0.8263377730021371	1
0.05	17346	1	9141	[0.2632233242647125, 0.275376423569648]	[0.26322783857805765, 0.27538533387593034]	(0.26322234247137166, 0.2753652154964439)	0.0011038159035097195	0.0010029443152779205	0.5823434545508748	1
0.05	17346	1	9158	[0.26323525846538987, 0.2753644877493645]	[0.26323920685354063, 0.2752736509650715]	(0.2632448751417171, 0.2752312817272913)	0.007814608020395797	0.011775084389672674	0.8353168004961078	1
0.05	17346	1	9176	[0.2632478719858039, 0.2753518725206141]	[0.2632393202760512, 0.27539611723761376]	(0.26330633340598997, 0.27531236029196404)	0.004342955378732527	0.008094319605684075	0.8539566785256075	1
0.05	17346	1	9193	[0.26325976345315205, 0.27533997944598]	[0.263189798742574, 0.2753999620666274]	(0.26319470251861554, 0.27541586628948067)	0.010642554712558261	0.011533089702406851	0.960888915221823	1
0.05	17346	1	9210	[0.2632716343523034, 0.27532810694547616]	[0.26322137780404625, 0.27534580463131425]	(0.26318702394825866, 0.2752568227626897)	0.005604737862114351	0.012840253778588995	0.8941294253671891	1
0.05	17346	1	9228	[0.2632841812566601, 0.2753155583520006]	[0.26332008332394397, 0.2752164850588418]	(0.2633309326348444, 0.2753171927855568)	0.011218612746747514	0.004021089120067378	0.939684140708124	1
0.05	17346	1	9245	[0.2632960101931813, 0.27530372782624024]	[0.2633303694350091, 0.2752805080936417]	(0.2632410298606298, 0.2752443915406352)	0.004795163925894852	0.009476869808266342	0.6926551461219788	1
0.05	17346	1	9262	[0.26330781893291766, 0.27529191750309834]	[0.26327197528426016, 0.2752911358766361]	(0.2632194601947657, 0.27519403593392866)	0.0030470425275685997	0.015426876448183413	0.8429965364579329	1
0.05	17346	1	9280	[0.26332030042415144, 0.2752794343416408]	[0.2632195155632226, 0.2752446021167389]	(0.2633471901233221, 0.2752680644620039)	0.011245273564649216	0.0031991931080886937	0.8839835956224033	1
0.05	17346	1	9297	[0.2633320679600052, 0.27526766523429225]	[0.2633205165525663, 0.2752506230722732]	(0.263363824830938, 0.2752263956801817)	0.002393338378862131	0.006118372073485312	0.9516830444335938	1
0.05	17346	1	9314	[0.26334381566476994, 0.27525591596376897]	[0.26335010214236293, 0.27532306086755415]	(0.26335139310207767, 0.2753240236875514)	0.006129883822821869	0.006317516435959347	0.9964180913093593	1
0.05	17346	1	9332	[0.26335623292730104, 0.2752434970495937]	[0.26333059430316125, 0.2751787023549955]	(0.2633724938940475, 0.2752116978278524)	0.0075912076731355915	0.0040429982873576575	0.8723004724582744	1
0.05	17346	1	9349	[0.2633679401753417, 0.27523178824750705]	[0.2633185504325839, 0.2751723433471145]	(0.2633401652707068, 0.2751727390656342)	0.009135605688491921	0.007301281471597143	0.9120942280421531	1
0.05	17346	1	9366	[0.26337962795244674, 0.2752200989219973]	[0.2633787993118984, 0.2752081232059999]	(0.26332579290574953, 0.27519431801223804)	0.001081330341037412	0.006693619312273524	0.9411565775660977	1
0.05	17346	1	9384	[0.26339198215274373, 0.27520774308832774]	[0.26334920569127607, 0.2752133353677978]	(0.26320063654080295, 0.2752315226269886)	0.004076889098189707	0.017881072853697888	0.8313435564254834	1
0.05	17346	1	9401	[0.26340363020904733, 0.27519609349513785]	[0.2634920922231906, 0.27508335907307735]	(0.26353877009384385, 0.275086960330829)	0.01706144266237153	0.020714336197550365	0.9902272434479261	1
0.05	17346	1	9418	[0.2634152591491953, 0.27518446302365185]	[0.2634201363951286, 0.2751064339818844]	(0.26347639934303446, 0.2750913352676455)	0.007044341196326576	0.013107764254159826	0.9949277878437359	1
0.05	17346	1	9436	[0.2634275514363241, 0.2751721691211202]	[0.26344080677933907, 0.2751498581894872]	(0.263545510489813, 0.27522250615728894)	0.003028304164723883	0.01426848119717583	0.7841804027557373	1
0.05	17346	1	9453	[0.2634391413807021, 0.2751605776567332]	[0.26346276462940993, 0.275160082507455]	(0.263445106041754, 0.27505003206324097)	0.002057631626195322	0.009939929868689967	0.8592094055230761	1
0.05	17346	1	9470	[0.26345071255849695, 0.27514900496438643]	[0.2634349709198702, 0.27516007992913216]	(0.2635105904095766, 0.2752293790388318)	0.0022871090879637013	0.011907283881344655	0.8909977406861765	1
0.05	17346	1	9488	[0.26346294406465576, 0.2751367718604998]	[0.26355969263677315, 0.27507059240955234]	(0.2636398279678537, 0.2750225740983788)	0.013956692347546706	0.024934551923278314	0.9171360012783043	1
0.05	17346	1	9505	[0.263474476961157, 0.27512523746059003]	[0.2635034897101458, 0.2751175001345194]	(0.26350206922897457, 0.2751131643407224)	0.003154306970881593	0.003404532063560506	0.8064585596546068	1
0.05	17346	1	9522	[0.2634859914356007, 0.275113721488106]	[0.2634961728946321, 0.275031246672893]	(0.26353204564939936, 0.27498524340077013)	0.007968560830530325	0.015010006282086596	0.9988385110470275	1
0.05	17346	1	9540	[0.2634981632766439, 0.2751015480667217]	[0.26343616790966357, 0.27507550546996135]	(0.2634824378459154, 0.27504000698194764)	0.0075469433962180865	0.006649951160992429	0.9772433660195312	1
0.05	17346	1	9557	[0.26350964017404377, 0.27509006968224337]	[0.2634438945724738, 0.2750657431996118]	(0.26347246957821613, 0.2750326437971269)	0.007734048591281573	0.008142514813479274	0.9323682743925413	1
0.05	17346	1	9574	[0.26352109898902343, 0.27507860938546647]	[0.2634750922931325, 0.27511581940218177]	(0.2634885280152204, 0.2750640722079519)	0.007148755556820596	0.004064522915130042	0.7227306643984832	1
0.05	17346	1	9592	[0.26353321226497006, 0.2750664945462826]	[0.26355544382057716, 0.2749921281290676]	(0.2635825189451271, 0.27499319055762106)	0.008375583850804613	0.010631029903538036	0.965343177318573	1
0.05	17346	1	9609	[0.26354463419725005, 0.2750550711429901]	[0.2635035887262695, 0.27507248840449755]	(0.263508421795561, 0.27500889138946405)	0.005053439316966224	0.007135589965191924	0.9912556860722267	1
0.05	17346	1	9627	[0.26355670866603964, 0.2750429951223201]	[0.2635261342271739, 0.27514854597635324]	(0.2635005965962969, 0.27511251088122846)	0.011712310304999418	0.010818873233858772	0.699605732708253	1
0.05	17346	1	9644	[0.26356809417754656, 0.27503160815046745]	[0.26355850525273306, 0.2750597182914758]	(0.2635512165462284, 0.27506489009388524)	0.0032778338854221323	0.00435652222797156	0.7235201942858298	1
0.05	17346	1	9661	[0.26357946216436046, 0.2750202387084474]	[0.2635795750300748, 0.27505209351301607]	(0.26355484926958916, 0.2750775820312401)	0.0027864287896571804	0.007112567761423438	0.8745263814926147	1
0.05	17346	1	9679	[0.2635914798744251, 0.275008219463148]	[0.2636514176962217, 0.2749960051511685]	(0.2637332696162321, 0.2750168197084151)	0.006319854562274796	0.013162845854847838	0.943001509917497	1
0.05	17346	1	9696	[0.26360281211893466, 0.2749968857739282]	[0.2636269643459564, 0.27495603832307863]	(0.2635666976430828, 0.27491389949118306)	0.005704691740590739	0.01041984237123772	0.8517249221058518	1
0.05	17346	1	9713	[0.2636141271660666, 0.27498556928714335]	[0.2636453631139575, 0.27503301309765327]	(0.2635265131360971, 0.2750161837228695)	0.006890318273796714	0.010289978707636593	0.6281114901579612	1
0.05	17346	1	9731	[0.2636260891775194, 0.2749736057568348]	[0.2636473554835735, 0.2749137748472799]	(0.26366098612614663, 0.27501942037472515)	0.007146692850560021	0.007084106054720984	0.9880859672894523	1
0.05	17346	1	9748	[0.26363736915173297, 0.2749623243532967]	[0.26365134049791134, 0.27499772729956945]	(0.2637108912297541, 0.2749853437512486)	0.004346191538029398	0.008507375049743637	0.830414354801178	1
0.05	17346	1	9765	[0.26364863225154533, 0.2749510598291365]	[0.26358866549894705, 0.27501973556129927]	(0.26362686692727344, 0.2750882642592093)	0.01125375700257103	0.013870015124748836	0.9019939251466086	1
0.05	17346	1	9783	[0.2636605396104452, 0.2749391509674992]	[0.263670328273911, 0.27494394921073895]	(0.26357006822703055, 0.2749249543911827)	0.0012927747216716634	0.009206368017590116	0.9362640777848081	1
0.05	17346	1	9800	[0.26367176829793815, 0.2749279208658232]	[0.2636265473688623, 0.27499658079898975]	(0.2636466001060871, 0.2749023747492043)	0.010015877520698102	0.0044954229695273185	0.9681844115257263	1
0.05	17346	1	9817	[0.2636829804298091, 0.2749167073246668]	[0.26366351655838716, 0.27497249265209167]	(0.2636216317006387, 0.27495049309559294)	0.006653935619221674	0.008397534119266692	0.9836213932635987	1
0.05	17346	1	9835	[0.26369483416862105, 0.27490485209898075]	[0.2636616650577761, 0.27492055218020883]	(0.263600388848396, 0.2748927930279309)	0.004340499335468206	0.009421446106200548	0.7401374852594573	1
0.05	17346	1	9852	[0.26370601254027426, 0.27489367232804596]	[0.2637709724881763, 0.27489668943344464]	(0.26379840636367724, 0.27488083303294897)	0.006074436242747394	0.009406177922481329	0.778707002374734	1
0.05	17346	1	9869	[0.2637171746710274, 0.27488250880283216]	[0.2637140781978897, 0.2748442262019334]	(0.26367454686113, 0.2747468890729191)	0.003705003460212186	0.01590365320096443	0.9369019383872699	1
0.05	17346	1	9887	[0.26372897580907373, 0.2748707061935248]	[0.26367439509777907, 0.2749011338567328]	(0.2637461993965091, 0.2749743625878446)	0.0075719562312653865	0.010749295167271411	0.6844580108941802	1
0.05	17346	1	9904	[0.2637401048234983, 0.2748595757944865]	[0.2638224519273517, 0.27475801818287954]	(0.26383527830217757, 0.27462426996183253)	0.01653898067095061	0.029720776482575872	0.8504201345925678	1
0.05	17346	1	9921	[0.2637512179078231, 0.2748484613302933]	[0.26371698227006346, 0.27476961981874937]	(0.26378081284361976, 0.27468371782882417)	0.01015832206050038	0.017512316335450473	0.9513423131781432	1
0.05	17346	1	9939	[0.263762967451727, 0.27483671033049695]	[0.26375080425194397, 0.27479391542675724]	(0.26383070040976664, 0.2747810797377659)	0.004957475115999976	0.011140185583250362	0.9958209991455078	1
0.05	17346	1	9956	[0.26377404805567795, 0.2748256283563705]	[0.26371188232377607, 0.27491769066779825]	(0.2636872730366421, 0.27486637341284836)	0.013763223374414157	0.0114070069345803	0.9836069467310792	1
0.05	17346	1	9973	[0.26378511303654273, 0.2748145620100011]	[0.2637982047655694, 0.274801968442192]	(0.2638865957799722, 0.27479183786105177)	0.002328792390044687	0.011261386917668648	0.7095187650841843	1
0.05	17346	1	9991	[0.26379681198066185, 0.2748028616251188]	[0.2637504753665693, 0.2748427575641988]	(0.2637053913359839, 0.27480361142272713)	0.007774103799032095	0.008304975173123785	0.9937760952503925	1
0.05	17346	1	10008	[0.2638078451094471, 0.2747918271403713]	[0.26375865221863687, 0.2748542572846447]	(0.26376315320007604, 0.27484105705809936)	0.010060112487742856	0.008478303143160448	0.8866941332817078	1
0.05	17346	1	10025	[0.2638188629185043, 0.27478080797995075]	[0.26387105515282766, 0.27474889874432856]	(0.2638109584057291, 0.2748291393317268)	0.007672130217229234	0.005103915512822077	0.792356014251709	1
0.05	17346	1	10043	[0.26383051224535725, 0.27476915722722917]	[0.26387002286866235, 0.2746858540163044]	(0.2639247721110717, 0.27474336272092725)	0.011227518073160359	0.010975250793430313	0.44133005998352165	1
0.05	17346	1	10060	[0.26384149882323715, 0.2747581693073806]	[0.2638664241051565, 0.27473191229260474]	(0.2638944926566018, 0.2747619194398857)	0.00468845301958587	0.005196133726134589	0.7138566970825195	1
0.05	17346	1	10078	[0.2638531153013185, 0.27474655141332593]	[0.26387666515759595, 0.2747483055735092]	(0.2639472492426219, 0.2747721364084992)	0.002322494222548155	0.010964255431096692	0.8596956944367513	1
0.05	17346	1	10095	[0.2638640710619067, 0.2747355943200662]	[0.2638042776829082, 0.2746587894229529]	(0.2638524376417273, 0.2746205820871265)	0.012496049711656854	0.011636849203064181	0.7818058139250629	1
0.05	17346	1	10112	[0.2638750120024881, 0.27472465205129415]	[0.26391110174843824, 0.2747688637337249]	(0.26385095751912846, 0.27481077431792866)	0.007371261364851889	0.010052791211455414	0.9199853113597815	1
0.05	17346	1	10130	[0.2638865804818027, 0.27471308217051893]	[0.2638920291015955, 0.27472291375522817]	(0.2639372189705391, 0.2747665267372418)	0.001410089936925929	0.009566504559454736	0.9163810188523385	1
0.05	17346	1	10147	[0.26389749121421524, 0.27470217011907017]	[0.2637885128592342, 0.274673334055919]	(0.2638021534611009, 0.27474654340217275)	0.012627702597862278	0.012765538962806966	0.8888161848943399	1
0.05	17346	1	10164	[0.26390838742083733, 0.2746912725978242]	[0.2638717778821717, 0.27470629916871564]	(0.26381842367413255, 0.2747125154792762)	0.00476588749898732	0.010207976042966083	0.9539706473121368	1
0.05	17346	1	10182	[0.26391990885429506, 0.27467974977719645]	[0.2639283273795275, 0.2746941526069537]	(0.26391411092085515, 0.2747154677066731)	0.0021181398447592814	0.003843578518864743	0.7724688128005138	1
0.05	17346	1	10199	[0.26393077545517585, 0.2746688818707068]	[0.26391133824015184, 0.2746969980254343]	(0.2639060157256423, 0.27461325207875)	0.004408943977296076	0.007469155558273766	0.8799719214439392	1
0.05	17346	1	10216	[0.26394162782129216, 0.27465802820332685]	[0.26396226039979453, 0.2745971127530884]	(0.2640053333635558, 0.2745224076070104)	0.007609647440715239	0.0186001018508275	0.9099377989768982	1
0.05	17346	1	10234	[0.26395310315146947, 0.2746465515000527]	[0.26394608305895534, 0.27469963740886977]	(0.2639656643277698, 0.27477239875354664)	0.0055894078716117734	0.012792739461496616	0.39770636895403766	1
0.05	17346	1	10251	[0.26396392650782907, 0.27463572685130744]	[0.26399637153847993, 0.2746232762302387]	(0.2639213518101977, 0.2745573391135121)	0.004206942622108523	0.011289733182064166	0.7972162365913391	1
0.05	17346	1	10268	[0.2639747359173813, 0.2746249161536488]	[0.2640326971658123, 0.27470633511988335]	(0.26411064692621644, 0.27471887234972747)	0.012987832664588694	0.02139466548672697	0.7577477883818822	1
0.05	17346	1	10286	[0.2639861660769163, 0.27461348463487745]	[0.26398884544713125, 0.27461292203702253]	(0.26399181117987447, 0.2747438909273163)	0.00030505983726825114	0.012646855844432148	0.8318403391284772	1
0.05	17346	1	10303	[0.26399694706650323, 0.2746027023659279]	[0.263932319389388, 0.27463591397415]	(0.26396177437874746, 0.2747178554639289)	0.009140787663673322	0.01397588811076389	0.44213390443624445	1
0.05	17346	1	10320	[0.2640077143942925, 0.2745919337629913]	[0.26408094841158514, 0.27453997240839]	(0.26409288292624455, 0.27454558868534507)	0.011828493678444851	0.012425442540166864	0.8826499833789914	1
0.05	17346	1	10338	[0.2640191003062742, 0.2745805465054244]	[0.26395145332984027, 0.27465848300913753]	(0.26406110126790616, 0.2746648166996999)	0.013596999775627117	0.011861217342352237	0.7965400643170858	1
0.05	17346	1	10355	[0.2640298397979419, 0.2745698057472217]	[0.26405606681430116, 0.2746283408890847]	(0.26404658614965104, 0.27462364455769306)	0.007997560928037273	0.006662871723733921	0.9850615629943795	1
0.05	17346	1	10372	[0.2640405659099915, 0.2745590783727889]	[0.2640972783741789, 0.27455875524583345]	(0.26404611899019603, 0.274516216181548)	0.0054224008712850935	0.0046028629634408125	0.8733815567559633	1
0.05	17346	1	10390	[0.26405190848834503, 0.2745477344622971]	[0.2640348196658581, 0.27453824268273225]	(0.2640746727479206, 0.2745296431308196)	0.002528376056157522	0.0038925560650909796	0.9660671354647736	1
0.05	17346	1	10407	[0.26406260734241294, 0.27453703435432975]	[0.26398207243452293, 0.2744838439510517]	(0.26403443268662263, 0.2744629819471701)	0.012669426207698953	0.009733499011416957	0.6432521250677246	1
0.05	17346	1	10424	[0.2640732930963301, 0.274526347350603]	[0.26396381859848256, 0.27457276379254486]	(0.2640057986822649, 0.2745339855232255)	0.014694292122147568	0.00713632725393587	0.8119479377328163	1
0.05	17346	1	10442	[0.2640845932461958, 0.27451504588184505]	[0.2640957611001581, 0.2745994834096549]	(0.2640286346335714, 0.2745679205027747)	0.009092380451519722	0.010326433394511114	0.9009265815783153	1
0.05	17346	1	10459	[0.26409525231480624, 0.27450438557178247]	[0.26412505350985066, 0.27450531911835413]	(0.26412793294500336, 0.27452479470058133)	0.002952405800662472	0.00509032487066674	0.9999670264238321	1
0.05	17346	1	10476	[0.264105898560137, 0.27449373808902877]	[0.2641712542530271, 0.27449276513189413]	(0.26428364862127995, 0.27449300496198537)	0.0063852208960564205	0.017181935443837615	0.43469821248634405	1
0.05	17346	1	10494	[0.26411715717824635, 0.27448247816507676]	[0.26413337008570675, 0.27438778691399207]	(0.26410195461122077, 0.27440076306943506)	0.010699539231442734	0.00933649080072485	0.9858715506064175	1
0.05	17346	1	10511	[0.2641277773057187, 0.27447185680841535]	[0.2641201657113664, 0.2744900623661413]	(0.26418441072885446, 0.2745874989579441)	0.002489624818622471	0.016470378313353407	0.741440481337005	1
0.05	17346	1	10529	[0.26413900847062266, 0.27446062434634333]	[0.264146312936338, 0.2744477735117354]	(0.2642396920908219, 0.2744112680031566)	0.0019527272246876448	0.01453648006208541	0.9353286322050569	1
0.05	17346	1	10546	[0.2641496028593472, 0.2744500287365814]	[0.2641325478715168, 0.274427097858486]	(0.2640864139587349, 0.27442893401747237)	0.003875545440669481	0.008132646912109687	0.9930422839464668	1
0.05	17346	1	10563	[0.26416018488252624, 0.2744394454962954]	[0.2641774717367515, 0.27438743645550495]	(0.264158512194818, 0.27439487052562717)	0.0067413306870413026	0.0044983910526700255	0.916529692165938	1
0.05	17346	1	10581	[0.26417137599818563, 0.2744282530961972]	[0.26427725127359675, 0.2744196071602249]	(0.2641764750266009, 0.2743401456017339)	0.011165309897848585	0.00908722235705206	0.8017649543365973	1
0.05	17346	1	10598	[0.264181932841844, 0.27441769504346414]	[0.2641962733253963, 0.27442490513437745]	(0.26415771085642015, 0.27443192287822626)	0.0021039375925415715	0.0037423619548013765	0.6026324188118388	1
0.05	17346	1	10615	[0.2641924775904476, 0.27440714908965824]	[0.2642609628302074, 0.2743445635319618]	(0.2642998164810636, 0.27426760186726173)	0.0128316214051869	0.024169755535610626	0.6849357371216742	1
0.05	17346	1	10633	[0.2642036295329294, 0.2743959958752804]	[0.2642180847961485, 0.27442609444419286]	(0.26420456059907826, 0.2744396081847448)	0.0043584235816199746	0.00435164795945675	0.8685934336987038	1
0.05	17346	1	10650	[0.26421414965663526, 0.2743854745542872]	[0.2642515324906315, 0.2743144688811081]	(0.26422559696933123, 0.2743233794553932)	0.010656282073964407	0.0072303669708696505	0.8963539433850494	1
0.05	17346	1	10667	[0.26422465795359695, 0.2743749650638545]	[0.2642498217925379, 0.2743131585650343]	(0.26415888788876396, 0.27418040763101226)	0.008568246932477819	0.025482138908463292	0.3623570203781128	1
0.05	17346	1	10685	[0.2642357715919066, 0.27436385016600895]	[0.2642074661253429, 0.2744051198537914]	(0.26419924556860874, 0.2742800826250179)	0.006822662957464476	0.01183455422551849	0.8002190997020342	1
0.05	17346	1	10702	[0.26424625581421934, 0.27435336475802463]	[0.26428141150864626, 0.2742933423348388]	(0.26433127413376734, 0.27427051458068763)	0.009416947827703193	0.016608952947705258	0.9245753041685396	1
0.05	17346	1	10719	[0.2642567284760293, 0.2743428909143043]	[0.2643234664852503, 0.2743306712171738]	(0.2643378905526834, 0.2743514416253635)	0.007828319921939664	0.008887106189760297	0.9472880693769964	1
0.05	17346	1	10737	[0.264267804672471, 0.27433181347050717]	[0.2643411345857209, 0.27429576921779647]	(0.2643196653542006, 0.27422730473345636)	0.010867852776710318	0.015537488283088763	0.9550601406341387	1
0.05	17346	1	10754	[0.264278253805735, 0.2743213631630196]	[0.26429734455092485, 0.2743224133354461]	(0.26431865690902034, 0.2743841972965635)	0.002005236730539317	0.010215497140167895	0.7608213704607019	1
0.05	17346	1	10771	[0.26428869164277924, 0.2743109241554583]	[0.26429716427972616, 0.2743467106378028]	(0.2642462851069908, 0.2743408282305444)	0.004400381358724781	0.00716333666511515	0.9095093196658961	1
0.05	17346	1	10789	[0.26429973125331385, 0.2742998833095731]	[0.2642317201632845, 0.27434565041665976]	(0.26429505863602876, 0.274414019856977)	0.011249652139733612	0.011741241229685118	0.9811750971278363	1
0.05	17346	1	10806	[0.26431014610399617, 0.27428946729594994]	[0.2644122867831707, 0.2742458202072999]	(0.2644138729003026, 0.2743477435021212)	0.014608986425062365	0.016139619477861022	0.7109315742983735	1
0.05	17346	1	10823	[0.2643205499208928, 0.27427906231976573]	[0.2642614429092805, 0.27424274008008803]	(0.2642213555284414, 0.274162710988178)	0.009526140630791047	0.021430901547564774	0.9010431170463562	1
0.05	17346	1	10841	[0.2643315537954941, 0.27426805722164627]	[0.26430246399332297, 0.27431431414812296]	(0.2642853776354308, 0.2742265398086621)	0.007525754728931577	0.008784572547894776	0.8965889052235023	1
0.05	17346	1	10858	[0.26434193516451965, 0.27425767470080076]	[0.26431736161206015, 0.2743096833551238]	(0.2643063375831163, 0.2742976960182142)	0.007664105375278618	0.007568430189748954	0.9329217177208105	1
0.05	17346	1	10875	[0.2643523057604549, 0.27424730295664657]	[0.2644023604529239, 0.27421019237527017]	(0.26441017952570967, 0.2743293618944247)	0.008809024612861371	0.014025450108121285	0.895268891537784	1
0.05	17346	1	10893	[0.2643632747434643, 0.2742363327617823]	[0.2643092476444974, 0.27426790411091634]	(0.26428833482150516, 0.27437513051191764)	0.008595381153030823	0.021189848456799498	0.8422001033910194	1
0.05	17346	1	10910	[0.26437362342655135, 0.27422598293783707]	[0.2643593690928298, 0.2742074273109553]	(0.2644142308253207, 0.274233348952722)	0.0033253516473524813	0.0048655932182818384	0.7994995983208238	1
0.05	17346	1	10927	[0.26438396159561384, 0.27421564363146655]	[0.26433725684730613, 0.27418876204030485]	(0.2643332809547905, 0.2741685076186594)	0.007449226384555474	0.009898104009213649	0.9968849348254204	1
0.05	17346	1	10945	[0.26439489652609405, 0.27420470750062875]	[0.2644373501186237, 0.27413400884707684]	(0.2645195800069451, 0.27414707059874543)	0.011534600042272136	0.018585514359822364	0.914422622180981	1
0.05	17346	1	10962	[0.26440521331408817, 0.27419438958258324]	[0.26435825364163446, 0.2742264167817354]	(0.2644022963154108, 0.2742724413274178)	0.008004212180575454	0.008203399586676263	0.9208067460773988	1
0.05	17346	1	10980	[0.2644161257945493, 0.27418347590941083]	[0.26446225895819164, 0.274155074907533]	(0.2643885163470716, 0.2740972821388331)	0.007630950528410008	0.01161854904363202	0.921325138031459	1
0.05	17346	1	10997	[0.26442642155769014, 0.27417317902340577]	[0.2644399346806748, 0.2741429462929638]	(0.2643892601465986, 0.2741271403268466)	0.004488246843164845	0.008503760987629727	0.7029382123032459	1
0.05	17346	1	11014	[0.2644367072368966, 0.2741628922248014]	[0.2644558259969197, 0.2741308029280694]	(0.2643535270157036, 0.27407587897540253)	0.005264968414517179	0.0173501003341211	0.3102163991050562	1
0.05	17346	1	11032	[0.264447587057808, 0.2741520112224053]	[0.26449072408497, 0.27409273691184044]	(0.26449702498610517, 0.2741279693019204)	0.010553056625494883	0.007571788653889855	0.9635228287400619	1
0.05	17346	1	11049	[0.2644578522390165, 0.27414174492888477]	[0.26452049005355305, 0.2741228302415145]	(0.2645315397775453, 0.2741981285882312)	0.008421458654958358	0.013353953544214647	0.6536305981992439	1
0.05	17346	1	11066	[0.2644681075915347, 0.2741314884674724]	[0.26446487172585204, 0.27422551069783413]	(0.2643749259303888, 0.27428345346955907)	0.009964316508746851	0.02474097813862841	0.7886525830515471	1
0.05	17346	1	11084	[0.2644789555795821, 0.274120639309009]	[0.2644322993334678, 0.274217578579559]	(0.26450899641828873, 0.27414411404997563)	0.014674646788611523	0.005536958326879726	0.7812056452148425	1
