alpha	dataset_size	minimum_threshold_alpha	sample_size	confidence_interval_taylor	confidence_interval_empirical	confidence_interval_empirical_percentile	error	error_empirical	normal_distribution_pvalue	follows_normal
0.05	127162	1.1414080044713393	8774	[0.13261020122326084, 0.15215377059630597]	[0.13263762680423122, 0.1520044049894527]	(0.13297739253066243, 0.15233712100210917)	0.009046003032971539	0.027908143763786808	0.04477001452570462	1
0.05	127162	1.1414080044713393	8901	[0.13268619311997287, 0.15207942681353503]	[0.13260547369681375, 0.1521998183922808]	(0.1329313747257722, 0.1523753779182655)	0.01026372685744481	0.02748375395291769	0.3334941990303897	1
0.05	127162	1.1414080044713393	9028	[0.13276060960095182, 0.15200661207731891]	[0.13288812268669392, 0.15193779602090074]	(0.13304203670819015, 0.15228769237741135)	0.010201034859127711	0.028806525468765276	0.7061408731992518	1
0.05	127162	1.1414080044713393	9155	[0.13283350543945027, 0.15193527354413294]	[0.13289900109270344, 0.1519075106612182]	(0.1331069419997184, 0.1521568877882804)	0.004882193923455014	0.02561926248100954	0.03083477386088676	1
0.05	127162	1.1414080044713393	9282	[0.13290493277515225, 0.1518653608984073]	[0.13296179114269657, 0.15180684144865514]	(0.1332318326973615, 0.15202165355149455)	0.006085190510807581	0.025275913214910184	0.3378960873002075	1
0.05	127162	1.1414080044713393	9409	[0.13297494127486087, 0.15179682619896773]	[0.1330825967659628, 0.1515962531064301]	(0.13325197480510498, 0.15178666128614837)	0.01637607417548126	0.015258750344160465	0.38589770325714456	1
0.05	127162	1.1414080044713393	9537	[0.13304411340944922, 0.15172909975266402]	[0.13306446013545156, 0.15161858067461267]	(0.1333146253967823, 0.15193134554964172)	0.007003794471662217	0.02503054872210375	0.18583490623095367	1
0.05	127162	1.1414080044713393	9664	[0.13311141380960523, 0.15166319589759159]	[0.13323588190671504, 0.1516682099235186]	(0.13321691696741444, 0.15187477940662775)	0.0069776119887277055	0.0168992425802168	0.8743333646849039	1
0.05	127162	1.1414080044713393	9791	[0.13317743130390447, 0.15159853871893547]	[0.13318459293325133, 0.15154389141514255]	(0.1334972472947038, 0.15178342188082827)	0.003355332106111608	0.02712562658814255	0.0893308398471707	1
0.05	127162	1.1414080044713393	9918	[0.13324220703782763, 0.15153508846296904]	[0.13327421771010625, 0.1514932969006588]	(0.13342280978918186, 0.15157198583682963)	0.004034478378426853	0.011865943806515733	0.11134858368609207	1
0.05	127162	1.1414080044713393	10045	[0.13330578032975304, 0.15147280713268363]	[0.13329315769861214, 0.15140365393942232]	(0.13350591907843867, 0.15146369355705802)	0.004498206893305601	0.011518248229670847	0.40285814550401045	1
0.05	127162	1.1414080044713393	10172	[0.13336818877403156, 0.15141165838910742]	[0.13341091163539054, 0.151360263565972]	(0.13356961717836713, 0.151562509052792)	0.005216163326801193	0.019362035108912323	0.24599366241859538	1
0.05	127162	1.1414080044713393	10300	[0.13342994646628603, 0.15135113888412854]	[0.1333222664603029, 0.1513301787547129]	(0.13352026372437586, 0.15153135980914112)	0.007135229113317099	0.014945693906779689	0.1578596274600679	1
0.05	127162	1.1414080044713393	10427	[0.1334901230909714, 0.15129216072916352]	[0.13349002770365662, 0.15140516876213075]	(0.1337094041418332, 0.1515035118980389)	0.00631328661677133	0.023906230212951463	0.5604146727052686	1
0.05	127162	1.1414080044713393	10554	[0.13354923848970168, 0.15123421495693656]	[0.13356770868978446, 0.15115842836666116]	(0.13378179274614854, 0.15131962528529974)	0.005329766230269706	0.017892946758412798	0.7451242208480835	1
0.05	127162	1.1414080044713393	10681	[0.13360732424858324, 0.15117727101020295]	[0.13343267654868854, 0.15119946176514873]	(0.13365678092817213, 0.15131394477237192)	0.01107901358868868	0.01051191228206394	0.3707140984781828	1
0.05	127162	1.1414080044713393	10808	[0.1336644106507513, 0.1511212995863298]	[0.13359523057538653, 0.1511791115504459]	(0.1338159575051001, 0.15147706070578637)	0.007222071149195042	0.028480207730908758	0.22663640243896657	1
0.05	127162	1.1414080044713393	10935	[0.13372052674472057, 0.15106627257175365]	[0.13385585263652194, 0.15104757725604506]	(0.13386571028186134, 0.1510992048286358)	0.008879480250997274	0.010249099106553583	0.8532252607902993	1
0.05	127162	1.1414080044713393	11063	[0.13377613117892673, 0.1510117404916389]	[0.13378687544529919, 0.15101092121562906]	(0.13385616037854176, 0.15113488965949418)	0.00067090998481667	0.011704660082560325	0.5740442872047424	1
0.05	127162	1.1414080044713393	11190	[0.13383038207307507, 0.15095852932770615]	[0.13374830029326415, 0.15085924359832995]	(0.13407574561917568, 0.15113830772792047)	0.010538355348099215	0.024563425727213817	0.033539038033928985	1
0.05	127162	1.1414080044713393	11317	[0.1338837432156882, 0.15090618457948868]	[0.1339310034089374, 0.15097747336878706]	(0.1340470107305899, 0.15114365189778056)	0.006935231894140026	0.023217668214511322	0.9107970595359802	1
0.05	127162	1.1414080044713393	11444	[0.13393623931062182, 0.15085468232003985]	[0.13396307339420854, 0.15076179104087556]	(0.13408134454384468, 0.15093261412213466)	0.007076618261170009	0.013122623958998325	0.6307369045696232	1
0.05	127162	1.1414080044713393	11571	[0.13398789411027856, 0.15080399953975754]	[0.1340360480980092, 0.1508412582044941]	(0.1342191515361707, 0.15092211481570894)	0.0050679883250438484	0.020631165019096898	0.13626953892197288	1
0.05	127162	1.1414080044713393	11698	[0.13403873046224757, 0.150754114101596]	[0.13415567953769753, 0.15065406722790797]	(0.13426031372206948, 0.15086726119676952)	0.012981810876728783	0.019890646442993543	0.24992024748342065	1
0.05	127162	1.1414080044713393	11826	[0.13408916126444326, 0.1507046210350379]	[0.13407508597481782, 0.15067646273171198]	(0.13438036741192472, 0.15079573570428795)	0.0025396737069568465	0.02288445295043151	0.1894140914906912	1
0.05	127162	1.1414080044713393	11953	[0.13413841983856545, 0.15065627302154838]	[0.13417528697263767, 0.150643400712721]	(0.13451242961892307, 0.15087215728951364)	0.0030112534812236635	0.03525178102333948	0.2893438186956846	1
0.05	127162	1.1414080044713393	12080	[0.13418692366246465, 0.15060866061238742]	[0.13419270685305787, 0.15073663698090187]	(0.13430349526929508, 0.1508665423172182)	0.00808228858917126	0.022449752564005943	0.7671431336479948	1
0.05	127162	1.1414080044713393	12207	[0.13423469237263896, 0.1505617647686316]	[0.13423498975175288, 0.1504371461418418]	(0.13444539600158367, 0.150622289696146)	0.0076508514737986255	0.016550843366773038	0.0459054559469223	1
0.05	127162	1.1414080044713393	12334	[0.13428174489637346, 0.15051556713595704]	[0.13438086403200863, 0.15057390709461924]	(0.13464444087644034, 0.1506907775574441)	0.009664714381147577	0.032781115905149094	0.8932094337829092	1
0.05	127162	1.1414080044713393	12461	[0.13432809948436786, 0.15047005001326796]	[0.1342793766524283, 0.15061662501559156]	(0.1343014165297286, 0.1508966101998691)	0.011954144903831732	0.027311711465947797	0.466094403455284	1
0.05	127162	1.1414080044713393	12589	[0.13437413072731885, 0.15042484573275428]	[0.1344460358251586, 0.15035560861301164]	(0.13462000458218015, 0.15047466881598393)	0.008793515898486981	0.018365655636014	0.30875103116900154	1
0.05	127162	1.1414080044713393	12716	[0.13441913648459447, 0.15038064402335893]	[0.1345561600181122, 0.15033082670935297]	(0.13474594152036568, 0.15039372160646836)	0.011705714329922623	0.021276459844658424	0.3090522276018675	1
0.05	127162	1.1414080044713393	12843	[0.13446349542528602, 0.1503370732286431]	[0.13456324458693994, 0.15028773772812518]	(0.13464630734768113, 0.1505051855538474)	0.00939200122484729	0.021875765258338564	0.8682766556739807	1
0.05	127162	1.1414080044713393	12970	[0.13450722338106869, 0.15029411798405745]	[0.13457298449787064, 0.1502555614955654]	(0.1346622647733281, 0.15038492299432504)	0.006607861008602223	0.015483754480513534	0.10301049116465079	1
0.05	127162	1.1414080044713393	13097	[0.13455033564534236, 0.15025176344520963]	[0.13447756117796855, 0.15023749583187757]	(0.13456651125646213, 0.1504182986247229)	0.0055180020663632146	0.01151444522970313	0.4176665109499554	1
0.05	127162	1.1414080044713393	13224	[0.13459284699655927, 0.15020999526540646]	[0.13461091703970518, 0.15029240028875496]	(0.1347810899289167, 0.1504129019998396)	0.006399867857664221	0.024724924578924723	0.4787309792350319	1
0.05	127162	1.1414080044713393	13352	[0.13463509954550734, 0.15016847743457473]	[0.1347118290614807, 0.15013530981332787]	(0.13485311646247022, 0.15035208440840808)	0.007074902703394059	0.025553494789210318	0.21837851488214993	1
0.05	127162	1.1414080044713393	13479	[0.13467644699879378, 0.15012784516837985]	[0.13468468336474476, 0.15014769362114477]	(0.13485927102496076, 0.15025178557784058)	0.0018152912561899548	0.019695522769591634	0.46942145611411706	1
0.05	127162	1.1414080044713393	13606	[0.1347172351035093, 0.15008775889947512]	[0.1345758924319232, 0.15016272855846452]	(0.13476263269012512, 0.15026534281173154)	0.013877885724811745	0.014341391444973928	0.5986974807234553	1
0.05	127162	1.1414080044713393	13733	[0.13475747678485706, 0.15004820607306768]	[0.1347547271803343, 0.15003772707992472]	(0.13487144911329796, 0.15024968504639225)	0.0008649828962076223	0.020361932685134754	0.14751992839544106	1
0.05	127162	1.1414080044713393	13860	[0.13479718455292788, 0.15000917453590012]	[0.13484480664154155, 0.149814680838137]	(0.1348899847796211, 0.1499058717634857)	0.01591611529114867	0.012891344217763279	0.5102077722549438	1
0.05	127162	1.1414080044713393	13987	[0.13483637051970454, 0.14997065251986308]	[0.13480262116363992, 0.15002410003287805]	(0.13478305760149734, 0.15026032548557855)	0.005728541216571181	0.022160622048510548	0.17768369587684252	1
0.05	127162	1.1414080044713393	14114	[0.1348750464152212, 0.14993262862641887]	[0.13488162986152677, 0.1499189409177402]	(0.13501550856326194, 0.15008889963605843)	0.0013462423581648286	0.019504142269092917	0.4145149290561676	1
0.05	127162	1.1414080044713393	14242	[0.1349135222612986, 0.14989479815040818]	[0.13488348347480078, 0.14981120855717212]	(0.13500490704680168, 0.15017165384712716)	0.007569515541402061	0.024134048140210917	0.05417844151165004	1
0.05	127162	1.1414080044713393	14369	[0.134951207955336, 0.14985774142087682]	[0.13487804491264774, 0.14990644533881062]	(0.135017400731284, 0.1499767859836123)	0.008109110561753119	0.01232813395497201	0.6911005463005453	1
0.05	127162	1.1414080044713393	14496	[0.13498841670920592, 0.14982115061074974]	[0.1350465480719427, 0.14980803162086379]	(0.1353361100222079, 0.14985914449464244)	0.004803588677291359	0.025936000070716725	0.3620381828552781	1
0.05	127162	1.1414080044713393	14623	[0.13502515886900945, 0.14978501566107005]	[0.13492262129571866, 0.14974635242962622]	(0.13504372225215455, 0.14994403782501653)	0.009500542191492434	0.01190341094764824	0.8461218759003581	1
0.05	127162	1.1414080044713393	14750	[0.13506144446874335, 0.1497493268150959]	[0.13513070149481649, 0.14979443376029217]	(0.13527952785899322, 0.14975362527303637)	0.007762441756134719	0.015136068031872174	0.14565880491104674	1
0.05	127162	1.1414080044713393	14877	[0.13509728324231596, 0.14971407460670627]	[0.13512712081428288, 0.14973838627643918]	(0.13527274911659648, 0.14980993001616638)	0.0036984400405917217	0.018441364623995926	0.8745581678068045	1
0.05	127162	1.1414080044713393	15005	[0.1351329616751208, 0.14967897731093205]	[0.13502741361107437, 0.14972894918740284]	(0.13516206552377863, 0.14989555677914668)	0.010578482751667173	0.016642285122720035	0.3957368521000215	1
0.05	127162	1.1414080044713393	15132	[0.13516793151839013, 0.14964457434791956]	[0.13519573822827857, 0.14965709161075696]	(0.13539103411055575, 0.14982211278452562)	0.0027830441839825637	0.02733970745247516	0.010604445072743817	1
0.05	127162	1.1414080044713393	15259	[0.13520248211766905, 0.14961058119265758]	[0.1351930821667296, 0.1497501702660084]	(0.13517110562051027, 0.1498418597194019)	0.010234809549422241	0.017903307637263555	0.8819204880030027	1
0.05	127162	1.1414080044713393	15386	[0.13523662211391496, 0.1495769894378559]	[0.13524859706003584, 0.1495242206165942]	(0.1353060797254182, 0.14964987139325914)	0.004514791422008502	0.009875605711645252	0.45167448839232227	1
0.05	127162	1.1414080044713393	15513	[0.13527035990032332, 0.1495437909163353]	[0.13528030434229762, 0.14950000136650346]	(0.13539759425619702, 0.14962975143737323)	0.003764616352288308	0.014847068997425383	0.18387613061081307	1
0.05	127162	1.1414080044713393	15640	[0.135303703631397, 0.14951097769226673]	[0.13541371732996488, 0.14943376686615312]	(0.1356361912956099, 0.14961485586008771)	0.013178075109930298	0.03049131370142666	0.13612741095861253	1
0.05	127162	1.1414080044713393	15768	[0.13533691922870872, 0.1494782881322706]	[0.13534585223089113, 0.149447153236693]	(0.13527528627611318, 0.14947859511763106)	0.0028333818340541272	0.00436095128586822	0.9192085391472038	1
0.05	127162	1.1414080044713393	15895	[0.13536949545106025, 0.14944622546439712]	[0.13535474807259307, 0.14933290879952893]	(0.13554960269365368, 0.14959317750666268)	0.00908804944823316	0.022993995758655572	0.039235947264474234	1
0.05	127162	1.1414080044713393	16022	[0.13540170079237301, 0.14941452553607992]	[0.13543789476053636, 0.14933967430357725]	(0.135545390525318, 0.14935615624331589)	0.007924540747281217	0.014419578450787784	0.4711832903927933	1
0.05	127162	1.1414080044713393	16149	[0.13543354253375295, 0.14938318125829275]	[0.1354473771825608, 0.14939213412668192]	(0.1354973736959887, 0.1495563231968564)	0.0016325083404958862	0.0167794931077917	0.530953984941837	1
0.05	127162	1.1414080044713393	16276	[0.13546502775738567, 0.14935218573493558]	[0.135480839635935, 0.1493907263543368]	(0.13556813174491755, 0.14946703774092218)	0.003903035641059316	0.015566050429527856	0.12160963861997866	1
0.05	127162	1.1414080044713393	16403	[0.13549616335347914, 0.14932153225612255]	[0.1354321030790304, 0.14924219138111958]	(0.13559545557032782, 0.14931374965666444)	0.010324481130457697	0.007744807177355817	0.07394808520148698	1
0.05	127162	1.1414080044713393	16531	[0.135527197145635, 0.1492909768819567]	[0.13549984513355492, 0.1493709759902397]	(0.13563746207244742, 0.1494578966282165)	0.007739175808535559	0.019897398075296446	0.7045419116931819	1
0.05	127162	1.1414080044713393	16658	[0.1355576507989663, 0.1492609906425867]	[0.13550787686819368, 0.1492989132192258]	(0.1356621738854371, 0.14940537044499447)	0.00635894976849849	0.01797428712026017	0.7050538720383364	1
0.05	127162	1.1414080044713393	16785	[0.13558777445797476, 0.1492313273243706]	[0.13565993401924914, 0.14916856915678406]	(0.13578775139487886, 0.1491720371307952)	0.009888753331489752	0.01900290437676977	0.9273823499679565	1
