alpha	dataset_size	minimum_threshold_alpha	sample_size	confidence_interval_taylor	confidence_interval_empirical	confidence_interval_empirical_percentile	error	error_empirical	normal_distribution_pvalue	follows_normal
0.05	1540	1	104	[0.0499672391924989, 0.09089374320720678]	[0.0499952342664127, 0.09144680983059592]	(0.0515448064841838, 0.09308071914537963)	0.014008382641484074	0.08731708119994186	9.938038775664732e-05	0
0.05	1540	1	106	[0.050170324141669886, 0.09068065041740114]	[0.04998003643930975, 0.09093994910248186]	(0.05161704740061279, 0.09222284385790935)	0.010976253566211569	0.07107580519834777	8.183655069418061e-06	0
0.05	1540	1	107	[0.05026979542594123, 0.09057631550964407]	[0.05065187827670867, 0.09039552048625957]	(0.052058672537210415, 0.09144116831107063)	0.013964933538867408	0.06445570615533791	9.234236829454607e-05	0
0.05	1540	1	109	[0.0504647528866784, 0.09037189852432859]	[0.05042421540782478, 0.09030741012558895]	(0.05167190844200409, 0.09140751144076276)	0.002629085578929824	0.05477814761301969	0.002482808804679942	0
0.05	1540	1	110	[0.05056029898317771, 0.09027175165905721]	[0.0508974577626073, 0.09006865397015706]	(0.05205423961396993, 0.09133322766994278)	0.013604550625212486	0.06267434604243405	0.0005247329568003267	0
0.05	1540	1	112	[0.05074766871496095, 0.09007542685948533]	[0.050640623907642665, 0.09014646050540857]	(0.05139585297822613, 0.09129254549864274)	0.004507649212815212	0.04600588410650508	0.004396589535798653	0
0.05	1540	1	113	[0.05083954683092318, 0.08997919008221011]	[0.05048713781808427, 0.09007895074304721]	(0.051925412306155105, 0.09132314612459902)	0.011420787285820633	0.06001989842835953	0.00010243100252514762	0
0.05	1540	1	115	[0.051019819572312275, 0.08979042742661125]	[0.05105714359421043, 0.08967887159360396]	(0.0523489154021729, 0.09094254774086974)	0.003840018589982841	0.06215046561054616	0.0002484300668408659	0
0.05	1540	1	117	[0.05119561196423894, 0.08960643537395208]	[0.05114876382585258, 0.08937613111555064]	(0.052396924457634, 0.0904338621633014)	0.007206686874975277	0.05170310277477308	0.00028993563799452056	0
0.05	1540	1	118	[0.0512818869141084, 0.08951616482669189]	[0.05125707214341088, 0.08972923150590037]	(0.052166576856284674, 0.09080276493559325)	0.006183210244703141	0.05494032925830372	8.67387389664013e-06	0
0.05	1540	1	120	[0.05145130610441884, 0.08933895422146931]	[0.05133045660694477, 0.08943863185417716]	(0.05252644085015323, 0.09048056602161492)	0.005786871944175154	0.056797042797711694	4.413213442536532e-06	0
0.05	1540	1	121	[0.05153449312700986, 0.08925196807921021]	[0.05187636925662366, 0.08926186340175808]	(0.05294451680606671, 0.08993821626000609)	0.009324038479223584	0.054585120629922046	0.0009431689586394517	0
0.05	1540	1	123	[0.05169792443686394, 0.0890811238529311]	[0.05177586019129768, 0.08911717190254675]	(0.052947688801327275, 0.0901806737589288)	0.003046127642035823	0.06104850385816918	0.00046781873303825114	0
0.05	1540	1	124	[0.05177820796190302, 0.08899722354205564]	[0.051754544180733726, 0.08893025898209961]	(0.0525401876119288, 0.09008757059418415)	0.0024334538405806905	0.04835180161920638	0.05613924625829636	1
0.05	1540	1	126	[0.05193600477719351, 0.088832365382989]	[0.051897305505517584, 0.08872623922698053]	(0.05294046343866954, 0.08969556647318178)	0.00392108279138681	0.04946190230452896	0.08235995840676757	1
0.05	1540	1	127	[0.05201355413014963, 0.08875136875984324]	[0.051974793606805236, 0.08844375367529925]	(0.0530285528767247, 0.08945616222234642)	0.009418375866894091	0.04593142135941819	0.0031283647259191076	0
0.05	1540	1	129	[0.052166041230509275, 0.08859214745725208]	[0.05211803454845703, 0.08850152285962826]	(0.053437052481009495, 0.08968106543041932)	0.0038008129223792153	0.06290624287197222	0.00048310625490296556	0
0.05	1540	1	130	[0.0522410121888508, 0.08851388710012853]	[0.05237424441961556, 0.08825013001970769]	(0.05341156205642317, 0.08946148507280671)	0.010944522929506428	0.056908138885134574	0.00040420210961132917	0
0.05	1540	1	132	[0.052388488661803345, 0.08835998134773804]	[0.052518835154804176, 0.08851458629923203]	(0.053590584728158586, 0.08954271439109052)	0.007887689596442926	0.06418729129450962	0.00017114467098846135	0
0.05	1540	1	133	[0.05246102481951709, 0.0882843030609759]	[0.052255615031021566, 0.0885056294992876]	(0.05366580704143298, 0.08935377824398494)	0.011772029144451635	0.0616450981242459	0.022597572303308236	1
0.05	1540	1	135	[0.05260376661954891, 0.08813541665302649]	[0.05248549162905264, 0.08822052174149544]	(0.05343038905245956, 0.08930649208051533)	0.005691336437251504	0.054429142122539576	0.0009092085361664252	0
0.05	1540	1	137	[0.0527434948838269, 0.08798972318544196]	[0.05283809680033287, 0.08821706831330985]	(0.05349957855815335, 0.0891635756548882)	0.0090756868634575	0.052990990215106115	0.0117546373387583	1
0.05	1540	1	138	[0.05281226278983853, 0.0879180375169436]	[0.052751656261430295, 0.08779087091770682]	(0.05390271018379733, 0.08874308919052876)	0.005339563553061755	0.05331074343191733	0.002908620458607701	0
0.05	1540	1	140	[0.0529476709005301, 0.08777691892824169]	[0.052851332555877664, 0.08761432346551624]	(0.05362708712267239, 0.08865894786022088)	0.0074138714413328755	0.04372414786186374	0.0014647266210071023	0
0.05	1540	1	141	[0.05301433604607453, 0.08770745929345847]	[0.05294034034643379, 0.08790599900333278]	(0.05387525937774551, 0.08872036833968944)	0.007794373679309463	0.052479434357007415	0.022584329138257354	1
0.05	1540	1	143	[0.05314564859136972, 0.08757067502098181]	[0.0529345025867001, 0.08767635198275436]	(0.05378817744684816, 0.08838585461563053)	0.00911934660790259	0.04136492417563087	0.002652045497300719	0
0.05	1540	1	144	[0.05321031914903962, 0.08750332559687946]	[0.05308683070434002, 0.08773772145471624]	(0.05398966663467142, 0.0887775865672068)	0.01032828578966627	0.05773871891294613	0.012297130423879381	1
0.05	1540	1	146	[0.05333774465733698, 0.08737065244611841]	[0.05322959930949448, 0.08742417298435098]	(0.054234374919535866, 0.08833482564874329)	0.004727822829794337	0.053170247692391426	0.003145399603533811	0
0.05	1540	1	147	[0.05340052114377303, 0.08730530568582284]	[0.053250378040890445, 0.08757936704176145]	(0.054266582730158386, 0.08840419810217459)	0.012357033258696415	0.0561356455515305	0.0006033391476364513	0
0.05	1540	1	149	[0.05352425353288892, 0.08717653624994792]	[0.05335335391211772, 0.0872898402149606]	(0.054533835627034066, 0.08807060650710963)	0.008374573114249273	0.05510429285335561	0.001773051844670946	0
0.05	1540	1	150	[0.053585229492703945, 0.0871130921372214]	[0.053477186062310965, 0.0875386881491299]	(0.05456390269577471, 0.08867214329666195)	0.015666938027022237	0.07232680470817154	0.0003401958398615377	0
0.05	1540	1	152	[0.05370544936226174, 0.0869880333889288]	[0.053613924653277974, 0.0871492091987005]	(0.05438950954168775, 0.08784930097154575)	0.007535362296186787	0.04525932749844719	0.0005897631428998386	0
0.05	1540	1	154	[0.05382342183503441, 0.08686534772258314]	[0.053826211220122766, 0.0868028606202624]	(0.054495255091556505, 0.08775968267113099)	0.0019755654567849	0.046150287818511604	0.004838985539807605	0
0.05	1540	1	155	[0.05388158776536267, 0.08680487080701893]	[0.05381916909516127, 0.08667297764078938]	(0.05491691632152795, 0.08773831743922222)	0.00589078983761937	0.05815018778640779	0.014546496146259967	1
0.05	1540	1	157	[0.05399632220477868, 0.08668560271503867]	[0.05384184967272496, 0.08666725666864503]	(0.05468941865039911, 0.08717049986051317)	0.005261840150384445	0.03550935318787962	0.0060308675803956106	0
0.05	1540	1	158	[0.05405290741923152, 0.0866267937153089]	[0.05386260523105259, 0.08673486780355823]	(0.05499392454410623, 0.08786182855754487)	0.009076840262216113	0.06436324774187219	1.7123153298185335e-05	0
0.05	1540	1	160	[0.054164554237609464, 0.08651078271832524]	[0.054346136172865725, 0.08642491849973337]	(0.05528803819070138, 0.0872322693087032)	0.008268233003040248	0.05579371116218035	0.0010351773003399029	0
0.05	1540	1	161	[0.05421963147741771, 0.08645356404926297]	[0.05417102671860151, 0.08641276109923347]	(0.055141354352700844, 0.08713924317606714)	0.0027695378442502694	0.04882809726924131	0.0026997985631663215	0
0.05	1540	1	163	[0.054328331455397616, 0.08634066003839225]	[0.054083810011397976, 0.08665057955478939]	(0.05490715219706899, 0.08735127516394747)	0.017024745412898667	0.04813125932244133	0.013053154129635357	1
0.05	1540	1	164	[0.054381968846562656, 0.08628495908230205]	[0.054151022641080154, 0.0862825409265211]	(0.054877723449366145, 0.08703794741750104)	0.007262240083480309	0.03823933603122143	0.0016263756139086435	0
0.05	1540	1	166	[0.05448785391316169, 0.08617502147253697]	[0.05470188787605365, 0.08636393093642517]	(0.05562559313644544, 0.08710826877026201)	0.012640935284667698	0.06348743662767997	0.0019188649831007863	0
0.05	1540	1	167	[0.054540115336866535, 0.08612077017733744]	[0.054653158741497614, 0.08610341806214228]	(0.05559999072589239, 0.08687407679093939)	0.004128968208066852	0.05607670452639257	0.02335173532530862	1
0.05	1540	1	169	[0.05464330927361982, 0.08601366714391989]	[0.05459507182182781, 0.08589310873354929]	(0.05549467735072533, 0.08624882595634009)	0.005372482774362863	0.034377760706558735	0.0004415470564714076	0
0.05	1540	1	170	[0.05469425470091149, 0.08596080166032549]	[0.0543954542667389, 0.0861720446980147]	(0.055349072560481716, 0.0867616053614293)	0.016050918771946088	0.0453926355215315	0.0022450052156358096	0
0.05	1540	1	172	[0.05479487377868275, 0.08585640944865702]	[0.05490136656335716, 0.08574086333124918]	(0.05584893104498789, 0.08629599295056356)	0.007148355588126432	0.04741548260751838	0.0019717973581206204	0
0.05	1540	1	174	[0.054893837432576364, 0.08575375939957619]	[0.054734439552502644, 0.0860170121520974]	(0.05559878107736149, 0.08662522784285631)	0.013510737687871588	0.049679893243963935	0.02218048792267315	1
0.05	1540	1	175	[0.05494271312937771, 0.08570307210285466]	[0.05524944442956741, 0.08588178864701607]	(0.0559345300621259, 0.08650745763209255)	0.015690444404984127	0.05690533822732502	0.007355786255724103	0
0.05	1540	1	177	[0.05503928056143503, 0.08560294288112302]	[0.05487481341515102, 0.08564172581969393]	(0.05570656224889958, 0.08647137427921414)	0.006606125508548111	0.04885812250830157	0.018014014162961608	1
0.05	1540	1	178	[0.05508698328423178, 0.08555348927857087]	[0.05526387156888245, 0.08545116660642081]	(0.05578669715587414, 0.0860369318568246)	0.009164521748985743	0.03822805867095391	0.01137795866869568	1
0.05	1540	1	180	[0.05518125341539781, 0.0854557757505523]	[0.055148901409489505, 0.08550157912406414]	(0.05580268930195598, 0.08590859935861839)	0.0025749088813545873	0.03496102450922123	0.030027428794117687	1
0.05	1540	1	181	[0.05522783118490826, 0.08540750481905368]	[0.0549970594270414, 0.0855618523746532]	(0.05600728720490622, 0.08629935682526046)	0.012600095610870943	0.053789055791783724	0.0007405410681182836	0
0.05	1540	1	183	[0.05531989729560871, 0.08531210789788457]	[0.05528417520476651, 0.08526872646655005]	(0.05597519267315687, 0.08592742432561473)	0.0026343312736560875	0.041513050173334176	0.02113201172176591	1
0.05	1540	1	184	[0.055365395416800856, 0.08526497152480417]	[0.05555631220346197, 0.08544381742073945]	(0.05627828146364233, 0.08595387640020913)	0.012293287279099285	0.052365821078702024	0.014908035209845396	1
0.05	1540	1	186	[0.055455345554589086, 0.08517179773007455]	[0.055255314441295486, 0.08498746324219296]	(0.055842479605324624, 0.0855118753978098)	0.012847954001309891	0.024194799674614242	0.006523214330016185	0
0.05	1540	1	187	[0.055499806811372454, 0.08512575050303162]	[0.05525447839378702, 0.0852488006246859]	(0.05603448280002754, 0.08614814113660962)	0.012281609046002395	0.050804282076463037	0.0009878939968593508	0
0.05	1540	1	189	[0.05558772416310809, 0.0850347115590383]	[0.05567739195843713, 0.08527264886417035]	(0.05633526339075323, 0.0858954440311066)	0.011036076518980309	0.05306475402036426	0.0038776370866373013	0
0.05	1540	1	190	[0.05563118899621722, 0.08498971057395]	[0.055415741126576185, 0.08493299941824778]	(0.056367197784750966, 0.08564840540539043)	0.009202654578633784	0.04646345620335268	0.001731803866717395	0
0.05	1540	1	192	[0.05571715222836293, 0.084900723042595]	[0.055818192454467085, 0.0846778840739879]	(0.056386468866067685, 0.08531710304702411)	0.011097997457984343	0.03667900155595516	0.04945464342191536	1
0.05	1540	1	194	[0.055801854327263256, 0.08481305900116987]	[0.05550884228685254, 0.08524211671927526]	(0.05625930818595881, 0.08583023107759502)	0.0242849054569223	0.0491077472279422	0.003085687842663128	0
0.05	1540	1	195	[0.055843742468347335, 0.08476971267299682]	[0.05586446298610932, 0.08484776010114968]	(0.056415942848653367, 0.08543560496713243)	0.0034053194686775035	0.041838957398929066	0.0539818339772298	1
0.05	1540	1	197	[0.05592661234763263, 0.08468397083132306]	[0.05586868738374443, 0.08497123124670412]	(0.05656233051116577, 0.08608070369890086)	0.01186100365984144	0.06740216468255333	0.011196446231837532	1
0.05	1540	1	198	[0.055967601646717324, 0.08464156730833505]	[0.0560138767977528, 0.08464186283269096]	(0.05651311824158911, 0.085274584276959)	0.0016241281715798639	0.040213405056568674	0.020644135841742513	1
0.05	1540	1	200	[0.05604870737268808, 0.08455767556127425]	[0.05615316265699975, 0.08444659042503748]	(0.05677794394973146, 0.08507794071837915)	0.007560442704297454	0.043042877476946906	0.004488291154920988	0
0.05	1540	1	201	[0.05608883097198558, 0.08451617974263415]	[0.0559114588497544, 0.08463494081027417]	(0.056337061418217815, 0.08515478852043301)	0.010309794274880657	0.0305112681236428	0.05967178939974438	1
0.05	1540	1	203	[0.056168237113229824, 0.0844340697209115]	[0.056033207824744136, 0.08452529889508598]	(0.05687396059239269, 0.08513919564322359)	0.007941097131185515	0.04869874774817329	0.07221608628007956	1
0.05	1540	1	204	[0.056207526464458035, 0.08439344831091833]	[0.05615396464444046, 0.08456544130739609]	(0.056677786187939505, 0.08524366850793852)	0.007938862846556094	0.045477113265401936	0.04360994750905568	1
0.05	1540	1	206	[0.05628529432006568, 0.08431305513560872]	[0.05618478554911508, 0.08438096389269759]	(0.057005614266303795, 0.08534023607334584)	0.0059730622351451546	0.06014470442977071	0.006146362667781441	0
0.05	1540	1	207	[0.056323779293945164, 0.0842732765259343]	[0.05638925907514483, 0.08430691854163602]	(0.05704203317438905, 0.08478672526676989)	0.003542197178951767	0.0432738980165811	0.04109151819505391	1
0.05	1540	1	209	[0.05639996710376671, 0.08419453858239212]	[0.05641194290221032, 0.08435912767337028]	(0.05724846270320871, 0.08497046755566706)	0.0063150998035944594	0.0568567069887953	0.001042586069284369	0
0.05	1540	1	210	[0.05643767609096517, 0.0841555727435741]	[0.05642354308742237, 0.08420417585236134]	(0.05737657890345016, 0.08510227645912238)	0.0022582679401463857	0.06578171346592154	0.0022901679968533907	0
0.05	1540	1	212	[0.056512339229562225, 0.08407843147301053]	[0.0565156314701981, 0.08394078728798533]	(0.05713285027561643, 0.08454003107113284)	0.005112673367570486	0.038608625008911046	0.14458697383282343	1
0.05	1540	1	214	[0.05658601535086061, 0.08400232353996895]	[0.056563038113989446, 0.08420904435342676]	(0.05726927799232562, 0.08497070336144397)	0.008308543676782687	0.0581877969673017	0.013238332856325303	1
0.05	1540	1	215	[0.05662249038962419, 0.08396464956146255]	[0.05654387160164273, 0.0840574007444927]	(0.05725990259314184, 0.08457631143655686)	0.00622857104669694	0.04468348268077027	0.012511193984833798	1
0.05	1540	1	217	[0.05669472824365884, 0.08389004697834923]	[0.05670174959481179, 0.08384727843564753]	(0.05728263346672091, 0.08416903440535273)	0.00183082589839767	0.031552849595679056	0.0025769022676301687	0
